"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
08/17/2021 04:13:35,Trade,,84.46250400,USDC,84.46255600,75.40,Imported Wallet - Crypto.com Wallet - USDC,,,AUDIO -> USDC,25.00000000,AUDIO,25.74130000,56.35,Imported Wallet - Crypto.com Wallet - AUDIO,,,AUDIO -> USDC,,,19.05,
08/20/2021 12:16:35,Receive,,0.01212500,ATOM,15.52351800,0.23,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
08/20/2021 16:34:23,Send,0x2763df92d97ca5a9b09718502d9b88567206ada1bb35987df7786ae014387e0f,,,,,,,,,681.25590356,HEX,0.00000000,102.42,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00386375,ETH,17.13,
08/23/2021 05:25:29,Buy,,11.09237625,MATIC,300.32560025,20.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,20.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
08/24/2021 01:41:40,Receive,,1.82315406,FET,1.82315406,1.00,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,,,,,,,,,,
08/24/2021 01:42:09,Receive,,1.82315406,FET,3.64630812,1.00,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,,,,,,,,,,
08/24/2021 01:43:29,Receive,,1.82515057,FET,5.47145869,1.00,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,,,,,,,,,,
08/24/2021 01:46:10,Trade,,0.00089068,ETH,1.43249970,3.00,Coinbase - ETH Wallet,,,Converted from Fetch.ai Using FET Wallet,5.47145869,FET,0.00000000,3.00,Coinbase - FET Wallet,,,Converted from Fetch.ai Using FET Wallet,,,-0.00,
08/27/2021 13:52:05,Buy,,109.21855984,GRT,109.21855984,100.00,Coinbase - GRT Wallet,,,Bought The Graph Using Chase - TOTAL CHECKING *****6925,100.00,USD,,,Coinbase - Cash (USD),,,Bought The Graph Using Chase - TOTAL CHECKING *****6925,2.99,USD,,
08/27/2021 15:52:49,Trade,,404.50000000,VET,,49.99,Imported Wallet - Crypto.com Wallet - VET,,,USDC -> VET,50.00000000,USDC,34.46255600,44.64,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> VET,,,5.35,
08/27/2021 15:53:31,Trade,,13.63000000,AUDIO,39.37130000,34.46,Imported Wallet - Crypto.com Wallet - AUDIO,,,USDC -> AUDIO,34.46255600,USDC,0.00000000,30.76,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> AUDIO,,,3.69,
08/27/2021 16:55:04,Receive,,0.01517200,ATOM,15.53869000,0.30,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
08/28/2021 02:05:00,Send,4c1d89439d7b3d7e05870b6327d32000100af44b3066ff2b938d51c79d1fd9d1,,,,,,,,,0.06391619,ETH,0.05003106,164.21,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00130149,ETH,43.45,
08/30/2021 08:07:28,Buy,,13.31790904,MATIC,313.64350929,20.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,20.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
09/02/2021 01:44:49,Buy,,0.00096347,BTC,0.02190345,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
09/02/2021 05:22:23,Buy,,0.01268566,ETH,1.44518536,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
09/06/2021 05:20:31,Buy,,10.87688220,MATIC,324.52039149,20.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,20.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
09/08/2021 03:41:53,Buy,,5.41785700,ADA,313.81868200,15.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,15.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
09/08/2021 03:43:23,Buy,,11.00561518,GRT,120.22417502,10.00,Coinbase - GRT Wallet,,,Bought The Graph Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought The Graph Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
09/08/2021 22:29:17,Receive,,0.02986000,ATOM,15.56855000,0.62,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
09/13/2021 03:04:07,Trade,,206.60849200,USDC,206.62839600,210.17,Coinbase - USDC Wallet,,,Converted from Cosmos Using ATOM Wallet,6.39464100,ATOM,9.17390900,157.37,Coinbase - ATOM Wallet,,,Converted from Cosmos Using ATOM Wallet,3.07846700,USDC,52.80,
09/13/2021 17:49:14,Trade,,137.23933600,USDC,343.86773200,140.52,Coinbase - USDC Wallet,,,Converted from Cosmos Using ATOM Wallet,3.79008400,ATOM,5.38382500,70.89,Coinbase - ATOM Wallet,,,Converted from Cosmos Using ATOM Wallet,2.99000000,USDC,69.63,
09/14/2021 03:58:40,Buy,,7.07702410,MATIC,331.59741559,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
09/14/2021 04:00:04,Trade,,0.00213502,BTC,0.02403847,100.00,Coinbase - BTC Wallet,,,Converted from USD Coin Using USDC Wallet,100.00000000,USDC,243.86773200,102.39,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00006600,BTC,-2.39,
09/14/2021 04:01:19,Trade,,0.02930412,ETH,1.47448948,100.00,Coinbase - ETH Wallet,,,Converted from USD Coin Using USDC Wallet,100.00000000,USDC,143.86773200,101.97,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00090838,ETH,-1.97,
09/14/2021 04:19:56,Trade,,48.96223998,GRT,169.18641500,41.72,Coinbase - GRT Wallet,,,Converted to The Graph Using USDC Wallet,43.87000000,USDC,99.99773200,44.63,Coinbase - USDC Wallet,,,Converted to The Graph Using USDC Wallet,2.33568075,GRT,-2.91,
09/15/2021 09:21:49,Buy,,0.01409989,ETH,1.48858937,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
09/16/2021 07:20:00,Buy,,0.00098595,BTC,0.02502442,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
09/17/2021 16:29:56,Receive,,0.00044500,ATOM,5.38427000,0.02,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
09/17/2021 20:34:51,Receive,,450.00000000,VET,,50.44,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
09/21/2021 04:41:41,Buy,,7.91633572,MATIC,339.51375131,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
09/24/2021 13:34:34,Receive,,0.00064700,ATOM,5.38491700,0.02,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
09/28/2021 06:53:54,Buy,,8.25055188,MATIC,347.76430319,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
09/30/2021 22:22:09,Receive,,0.00433000,ATOM,5.38924700,0.15,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/01/2021 12:31:04,Receive,,0.00283000,ATOM,5.39207700,0.11,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/01/2021 18:15:24,Buy,,0.00100405,BTC,0.02602847,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
10/02/2021 07:08:03,Buy,,0.01455848,ETH,1.50314785,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
10/02/2021 19:18:05,Receive,,0.00803600,USDC,100.00576800,0.01,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
10/05/2021 06:41:33,Buy,,6.90956709,MATIC,354.67387028,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
10/09/2021 05:16:39,Receive,,0.00492600,ATOM,5.39700300,0.17,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/12/2021 04:43:48,Buy,,7.37361282,MATIC,362.04748310,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
10/15/2021 04:53:42,Trade,,133.90941510,GRT,303.09583010,96.19,Coinbase - GRT Wallet,,,Converted to The Graph Using USDC Wallet,100.00000000,USDC,0.00576800,101.72,Coinbase - USDC Wallet,,,Converted to The Graph Using USDC Wallet,4.16231642,GRT,-5.53,
10/15/2021 05:14:07,Receive,,700.00000000,VET,,84.12,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
10/15/2021 15:20:09,Buy,,0.00079889,BTC,0.02682736,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
10/15/2021 19:55:07,Buy,,0.01241027,ETH,1.51555812,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
10/19/2021 05:29:53,Buy,,5.96409574,MATIC,368.01157884,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
10/21/2021 20:00:17,Receive,,0.00765200,ATOM,5.40465500,0.26,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/22/2021 03:21:34,Receive,,0.00284700,ATOM,5.40750200,0.10,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/22/2021 12:11:47,Receive,,0.00011300,ATOM,5.40761500,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
10/26/2021 06:06:32,Buy,,5.18347298,MATIC,373.19505182,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
10/26/2021 20:35:38,Trade,,0.00348314,BTC,0.03031050,221.10,Coinbase - BTC Wallet,,,Converted from Cosmos Using ATOM Wallet,5.40761500,ATOM,0.00000000,90.62,Coinbase - ATOM Wallet,,,Converted from Cosmos Using ATOM Wallet,,,130.48,
10/30/2021 20:07:50,Receive,,0.00452800,ATOM,0.00452800,0.17,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
11/01/2021 16:31:27,Buy,,0.01098162,ETH,1.52653974,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
11/02/2021 08:08:24,Buy,,4.76595292,MATIC,377.96100474,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
11/02/2021 11:38:33,Buy,,0.00075541,BTC,0.03106591,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
11/03/2021 05:30:06,Buy,,1812.38008232,AMP,1812.38008232,100.00,Coinbase - AMP Wallet,,,Bought Amp Using Chase - TOTAL CHECKING *****6925,100.00,USD,,,Coinbase - Cash (USD),,,Bought Amp Using Chase - TOTAL CHECKING *****6925,2.99,USD,,
11/03/2021 06:27:21,Receive,,0.00583300,USDC,0.01160100,0.01,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
11/03/2021 17:17:04,Receive,,0.00583400,USDC,0.01743500,0.01,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
11/04/2021 17:52:43,Buy,,2754776.02570949,SHIB,2754776.02570949,150.00,Coinbase - SHIB Wallet,,,Bought SHIBA INU Using Chase - TOTAL CHECKING *****6925,150.00,USD,,,Coinbase - Cash (USD),,,Bought SHIBA INU Using Chase - TOTAL CHECKING *****6925,2.99,USD,,
11/09/2021 06:27:19,Buy,,4.78170478,MATIC,382.74270952,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
11/12/2021 16:39:32,Receive,,0.00000200,ATOM,0.00453000,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
11/13/2021 15:51:15,Buy,,46.87387200,ADA,360.69255400,100.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,100.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,2.99,USD,,
11/14/2021 15:02:38,Receive,,0.02574665,AUCTION,0.02574665,1.00,Coinbase - AUCTION Wallet,,Payment,Received Bounce Token From Coinbase Earn,,,,,,,,,,,,
11/14/2021 15:03:01,Receive,,0.02574665,AUCTION,0.05149330,1.00,Coinbase - AUCTION Wallet,,Payment,Received Bounce Token From Coinbase Earn,,,,,,,,,,,,
11/14/2021 15:03:50,Receive,,0.02574665,AUCTION,0.07723995,1.00,Coinbase - AUCTION Wallet,,Payment,Received Bounce Token From Coinbase Earn,,,,,,,,,,,,
11/14/2021 15:09:39,Trade,,0.00004563,BTC,0.03111154,2.99,Coinbase - BTC Wallet,,,Converted from Bounce Token Using AUCTION Wallet,0.07723995,AUCTION,0.00000000,3.00,Coinbase - AUCTION Wallet,,,Converted from Bounce Token Using AUCTION Wallet,,,-0.01,
11/16/2021 01:31:46,Buy,,0.00077382,BTC,0.03188536,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
11/16/2021 06:59:47,Buy,,5.60204846,MATIC,388.34475798,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
11/16/2021 10:01:11,Buy,,0.01128642,ETH,1.53782616,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
11/19/2021 23:38:55,Receive,,0.00001000,ATOM,0.00454000,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
11/23/2021 06:38:38,Buy,,5.70284188,MATIC,394.04759986,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
11/26/2021 17:00:36,Receive,,0.00018400,BTC,0.03206936,10.00,Coinbase - BTC Wallet,,,Received Bitcoin From Coinbase Referral,,,,,,,,,,,,
11/26/2021 17:20:31,Receive,,0.00000400,ATOM,0.00454400,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
11/30/2021 06:34:45,Buy,,5.17151917,MATIC,399.21911903,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
12/01/2021 13:20:35,Buy,,0.00083231,BTC,0.03290167,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
12/02/2021 11:10:36,Buy,,0.01053567,ETH,1.54836183,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
12/02/2021 16:12:36,Buy,,27.78522900,ADA,388.47778300,50.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
12/03/2021 13:52:01,Receive,,0.00000400,ATOM,0.00454800,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
12/07/2021 04:43:28,Trade,,2888.57848380,SHIB,2757664.60419329,0.11,Coinbase - SHIB Wallet,,,Converted to SHIBA INU Using ATOM Wallet,0.00454800,ATOM,0.00000000,0.17,Coinbase - ATOM Wallet,,,Converted to SHIBA INU Using ATOM Wallet,,,-0.06,
12/07/2021 05:20:35,Buy,,3.87707469,MATIC,403.09619372,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
12/10/2021 14:53:08,Receive,,0.00585771,QNT,0.00585771,1.00,Coinbase - QNT Wallet,,Payment,Received Quant From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:53:45,Receive,,0.00586630,QNT,0.01172401,1.00,Coinbase - QNT Wallet,,Payment,Received Quant From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:54:13,Receive,,0.00586699,QNT,0.01759100,0.99,Coinbase - QNT Wallet,,Payment,Received Quant From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:54:50,Receive,,6.10221205,IOTX,6.10221205,0.99,Coinbase - IOTX Wallet,,Payment,Received IoTeX From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:56:05,Receive,,6.11060189,IOTX,12.21281394,1.00,Coinbase - IOTX Wallet,,Payment,Received IoTeX From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:56:37,Receive,,6.10109514,IOTX,18.31390908,1.00,Coinbase - IOTX Wallet,,Payment,Received IoTeX From Coinbase Earn,,,,,,,,,,,,
12/10/2021 14:59:44,Trade,,0.00006042,BTC,0.03296209,2.97,Coinbase - BTC Wallet,,,Converted from Quant Using QNT Wallet,0.01759101,QNT,-0.00000001,2.99,Coinbase - QNT Wallet,,,Converted from Quant Using QNT Wallet,,,-0.02,
12/14/2021 07:57:27,Buy,,4.94405556,MATIC,408.04024928,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
12/14/2021 18:57:38,Trade,,0.00006709,BTC,0.03302918,3.22,Coinbase - BTC Wallet,,,Converted from IoTeX (ERC-20) Using IOTX Wallet,18.31390909,IOTX,-0.00000001,2.99,Coinbase - IOTX Wallet,,,Converted from IoTeX (ERC-20) Using IOTX Wallet,,,0.23,
12/15/2021 13:46:39,Buy,,0.01246455,ETH,1.56082638,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
12/15/2021 18:26:45,Buy,,0.00100896,BTC,0.03403814,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
12/19/2021 03:53:39,Receive,,0.00000200,ATOM,0.00000200,0.00,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
12/21/2021 04:27:40,Buy,,3.94980185,MATIC,411.99005113,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
12/23/2021 19:52:26,Receive,,1.33994372,GRT,304.43577382,1.00,Coinbase - GRT Wallet,,Payment,Received The Graph From Coinbase Earn,,,,,,,,,,,,
12/28/2021 07:20:27,Buy,,3.35565448,MATIC,415.34570561,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
01/01/2022 17:46:24,Buy,,0.00099680,BTC,...,...,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/01/2022 18:15:26,Buy,,0.01271321,ETH,...,...,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/04/2022 05:40:54,Buy,,3.74952974,MATIC,...,...,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,...,...,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,...,
01/06/2022 06:37:30,Trade,,66.84892400,ADA,...,...,Coinbase - ADA Wallet,,,Converted from Amp Using AMP Wallet,1812.38008232,AMP,...,...,Coinbase - AMP Wallet,,,Converted from Amp Using AMP Wallet,,,...,
01/08/2022 08:13:40,Buy,,0.00228888,BTC,...,...,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,100.00,USD,...,...,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,2.99,USD,...,
01/08/2022 08:17:16,Buy,,0.01479656,ETH,...,...,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/09/2022 17:46:44,Receive,,620.00000000,VET,...,...,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,...,...,,,,,,,...,
01/11/2022 06:54:47,Buy,,4.18826166,MATIC,...,...,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,...,...,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,...,
01/13/2022 22:53:09,Buy,,618050.68616649,SHIB,...,...,Coinbase - SHIB Wallet,,,Bought SHIBA INU Using Chase - TOTAL CHECKING *****6925,20.00,USD,...,...,Coinbase - Cash (USD),,,Bought SHIBA INU Using Chase - TOTAL CHECKING *****6925,1.49,USD,...,
01/14/2022 16:33:48,Receive,,300.00000000,VET,...,...,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,...,...,,,,,,,...,
01/15/2022 23:11:31,Buy,,0.01428593,ETH,...,...,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/16/2022 05:48:23,Buy,,0.00110931,BTC,...,...,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/18/2022 06:59:52,Buy,,4.05368764,MATIC,...,...,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,...,...,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,...,
01/23/2022 02:33:41,Receive,,1400.00000000,VET,...,...,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,...,...,,,,,,,...,
01/23/2022 02:34:25,Receive,,150.00000000,ONE,...,...,Imported Wallet - Crypto.com Wallet - ONE,,,Buy ONE,,,...,...,,,,,,,...,
01/23/2022 02:37:38,Buy,,44.70023800,ADA,...,...,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,50.00,USD,...,...,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
01/23/2022 02:39:22,Buy,,17.99731807,MATIC,...,...,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,30.00,USD,...,...,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.99,USD,...,
