date,CRO_mktvalue,ADA_mktvalue,BTC_mktvalue,ONE_mktvalue,VET_mktvalue,USDC_mktvalue,DOGE_mktvalue,AUDIO_mktvalue,portf_value,sp500_mktvalue,ptf_value_pctch,sp500_pctch,ptf_value_diff,sp500_diff
2022-01-27,488330.27,488330.27,488330.27,488330.27,488330.27,488330.27,488330.27,488330.27,0.0,4326.509765625,,-0.54,0.0,-23.42
2022-01-28,523962.87,523962.87,523962.87,523962.87,523962.87,523962.87,523962.87,523962.87,0.0,4431.85009765625,,2.43,0.0,105.34
2022-01-31,709220.65,709220.65,709220.65,709220.65,709220.65,709220.65,709220.65,709220.65,0.0,4515.5498046875,,1.89,0.0,83.7
2022-02-01,698982.53,698982.53,698982.53,698982.53,698982.53,698982.53,698982.53,698982.53,0.0,4546.5400390625,,0.69,0.0,30.99
2022-02-02,670308.07,670308.07,670308.07,670308.07,670308.07,670308.07,670308.07,670308.07,0.0,4589.3798828125,,0.94,0.0,42.84
2022-02-03,664274.48,664274.48,664274.48,664274.48,664274.48,664274.48,664274.48,664274.48,0.0,4477.43994140625,,-2.44,0.0,-111.94
2022-02-04,715184.87,715184.87,715184.87,715184.87,715184.87,715184.87,715184.87,715184.87,0.0,4500.52978515625,,0.52,0.0,23.09
2022-02-07,776627.68,776627.68,776627.68,776627.68,776627.68,776627.68,776627.68,776627.68,0.0,4483.8701171875,,-0.37,0.0,-16.66
2022-02-08,731630.37,731630.37,731630.37,731630.37,731630.37,731630.37,731630.37,731630.37,0.0,4521.5400390625,,0.84,0.0,37.67
2022-02-09,706310.34,706310.34,706310.34,706310.34,706310.34,706310.34,706310.34,706310.34,0.0,4587.18017578125,,1.45,0.0,65.64
2022-02-10,620952.66,620952.66,620952.66,620952.66,620952.66,620952.66,620952.66,620952.66,0.0,4504.080078125,,-1.81,0.0,-83.1
2022-02-11,591852.59,591852.59,591852.59,591852.59,591852.59,591852.59,591852.59,591852.59,0.0,4418.64013671875,,-1.9,0.0,-85.44
2022-02-14,578795.85,578795.85,578795.85,578795.85,578795.85,578795.85,578795.85,578795.85,0.0,4401.669921875,,-0.38,0.0,-16.97
2022-02-15,605477.01,605477.01,605477.01,605477.01,605477.01,605477.01,605477.01,605477.01,0.0,4471.06982421875,,1.58,0.0,69.4
2022-02-16,626584.58,626584.58,626584.58,626584.58,626584.58,626584.58,626584.58,626584.58,0.0,4475.009765625,,0.09,0.0,3.94
2022-02-17,577245.94,577245.94,577245.94,577245.94,577245.94,577245.94,577245.94,577245.94,0.0,4380.259765625,,-2.12,0.0,-94.75
2022-02-18,556512.16,556512.16,556512.16,556512.16,556512.16,556512.16,556512.16,556512.16,0.0,4348.8701171875,,-0.72,0.0,-31.39
2022-02-22,449999.42,449999.42,449999.42,449999.42,449999.42,449999.42,449999.42,449999.42,0.0,4304.759765625,,-1.01,0.0,-44.11
2022-02-23,447013.6,447013.6,447013.6,447013.6,447013.6,447013.6,447013.6,447013.6,0.0,4225.5,,-1.84,0.0,-79.26
2022-02-24,401241.42,401241.42,401241.42,401241.42,401241.42,401241.42,401241.42,401241.42,0.0,4288.7001953125,,1.5,0.0,63.2
2022-02-25,435379.08,435379.08,435379.08,435379.08,435379.08,435379.08,435379.08,435379.08,0.0,4384.64990234375,,2.24,0.0,95.95
2022-02-28,465033.77,465033.77,465033.77,465033.77,465033.77,465033.77,465033.77,465033.77,0.0,4373.93994140625,,-0.24,0.0,-10.71
2022-03-01,566175.23,566175.23,566175.23,566175.23,566175.23,566175.23,566175.23,566175.23,0.0,4306.259765625,,-1.55,0.0,-67.68
2022-03-02,558322.79,558322.79,558322.79,558322.79,558322.79,558322.79,558322.79,558322.79,0.0,4386.5400390625,,1.86,0.0,80.28
2022-03-03,542854.43,542854.43,542854.43,542854.43,542854.43,542854.43,542854.43,542854.43,0.0,4363.490234375,,-0.53,0.0,-23.05
2022-03-04,516245.17,516245.17,516245.17,516245.17,516245.17,516245.17,516245.17,516245.17,0.0,4328.8701171875,,-0.79,0.0,-34.62
2022-03-07,481465.53,481465.53,481465.53,481465.53,481465.53,481465.53,481465.53,481465.53,0.0,4201.08984375,,-2.95,0.0,-127.78
2022-03-08,498064.85,498064.85,498064.85,498064.85,498064.85,498064.85,498064.85,498064.85,0.0,4170.7001953125,,-0.72,0.0,-30.39
2022-03-09,525774.08,525774.08,525774.08,525774.08,525774.08,525774.08,525774.08,525774.08,0.0,4277.8798828125,,2.57,0.0,107.18
2022-03-10,513714.09,513714.09,513714.09,513714.09,513714.09,513714.09,513714.09,513714.09,0.0,4259.52001953125,,-0.43,0.0,-18.36
2022-03-11,501850.43,501850.43,501850.43,501850.43,501850.43,501850.43,501850.43,501850.43,0.0,4204.31005859375,,-1.3,0.0,-55.21
2022-03-14,504654.09,504654.09,504654.09,504654.09,504654.09,504654.09,504654.09,504654.09,0.0,4173.10986328125,,-0.74,0.0,-31.2
2022-03-15,510436.15,510436.15,510436.15,510436.15,510436.15,510436.15,510436.15,510436.15,0.0,4262.4501953125,,2.14,0.0,89.34
2022-03-16,539420.36,539420.36,539420.36,539420.36,539420.36,539420.36,539420.36,539420.36,0.0,4357.85986328125,,2.24,0.0,95.41
2022-03-17,500019.68,500019.68,500019.68,500019.68,500019.68,500019.68,500019.68,500019.68,0.0,4411.669921875,,1.23,0.0,53.81
2022-03-18,523052.39,523052.39,523052.39,523052.39,523052.39,523052.39,523052.39,523052.39,0.0,4463.1201171875,,1.17,0.0,51.45
2022-03-21,508702.64,508702.64,508702.64,508702.64,508702.64,508702.64,508702.64,508702.64,0.0,4461.18017578125,,-0.04,0.0,-1.94
2022-03-22,521709.16,521709.16,521709.16,521709.16,521709.16,521709.16,521709.16,521709.16,0.0,4511.60986328125,,1.13,0.0,50.43
2022-03-23,531916.67,531916.67,531916.67,531916.67,531916.67,531916.67,531916.67,531916.67,0.0,4456.240234375,,-1.23,0.0,-55.37
2022-03-24,546658.63,546658.63,546658.63,546658.63,546658.63,546658.63,546658.63,546658.63,0.0,4520.16015625,,1.43,0.0,63.92
2022-03-25,545214.99,545214.99,545214.99,545214.99,545214.99,545214.99,545214.99,545214.99,0.0,4543.06005859375,,0.51,0.0,22.9
2022-03-28,597899.39,597899.39,597899.39,597899.39,597899.39,597899.39,597899.39,597899.39,0.0,4575.52001953125,,0.71,0.0,32.46
2022-03-29,616634.58,616634.58,616634.58,616634.58,616634.58,616634.58,616634.58,616634.58,0.0,4631.60009765625,,1.23,0.0,56.08
2022-03-30,612135.09,612135.09,612135.09,612135.09,612135.09,612135.09,612135.09,612135.09,0.0,4602.4501953125,,-0.63,0.0,-29.15
2022-03-31,592643.29,592643.29,592643.29,592643.29,592643.29,592643.29,592643.29,592643.29,0.0,4530.41015625,,-1.57,0.0,-72.04
2022-04-01,622382.32,622382.32,622382.32,622382.32,622382.32,622382.32,622382.32,622382.32,0.0,4545.85986328125,,0.34,0.0,15.45
2022-04-04,716778.61,716778.61,716778.61,716778.61,716778.61,716778.61,716778.61,716778.61,0.0,4582.64013671875,,0.81,0.0,36.78
2022-04-05,706586.28,706586.28,706586.28,706586.28,706586.28,706586.28,706586.28,706586.28,0.0,4525.1201171875,,-1.26,0.0,-57.52
2022-04-06,655651.65,655651.65,655651.65,655651.65,655651.65,655651.65,655651.65,655651.65,0.0,4481.14990234375,,-0.97,0.0,-43.97
2022-04-07,669026.74,669026.74,669026.74,669026.74,669026.74,669026.74,669026.74,669026.74,0.0,4500.2099609375,,0.43,0.0,19.06
2022-04-08,658043.76,658043.76,658043.76,658043.76,658043.76,658043.76,658043.76,658043.76,0.0,4488.27978515625,,-0.27,0.0,-11.93
2022-04-11,608689.3,608689.3,608689.3,608689.3,608689.3,608689.3,608689.3,608689.3,0.0,4412.52978515625,,-1.69,0.0,-75.75
2022-04-12,575578.49,575578.49,575578.49,575578.49,575578.49,575578.49,575578.49,575578.49,0.0,4397.4501953125,,-0.34,0.0,-15.08
2022-04-13,600378.23,600378.23,600378.23,600378.23,600378.23,600378.23,600378.23,600378.23,0.0,4446.58984375,,1.12,0.0,49.14
2022-04-14,581680.02,581680.02,581680.02,581680.02,581680.02,581680.02,581680.02,581680.02,0.0,4392.58984375,,-1.21,0.0,-54.0
2022-04-18,565930.07,565930.07,565930.07,565930.07,565930.07,565930.07,565930.07,565930.07,0.0,4391.68994140625,,-0.02,0.0,-0.9
2022-04-19,574322.57,574322.57,574322.57,574322.57,574322.57,574322.57,574322.57,574322.57,0.0,4462.2099609375,,1.61,0.0,70.52
2022-04-20,569726.64,569726.64,569726.64,569726.64,569726.64,569726.64,569726.64,569726.64,0.0,4459.4501953125,,-0.06,0.0,-2.76
2022-04-21,553345.03,553345.03,553345.03,553345.03,553345.03,553345.03,553345.03,553345.03,0.0,4393.66015625,,-1.48,0.0,-65.79
2022-04-22,542456.39,542456.39,542456.39,542456.39,542456.39,542456.39,542456.39,542456.39,0.0,4271.77978515625,,-2.77,0.0,-121.88
2022-04-25,557400.38,557400.38,557400.38,557400.38,557400.38,557400.38,557400.38,557400.38,0.0,4296.1201171875,,0.57,0.0,24.34
2022-04-26,515981.38,515981.38,515981.38,515981.38,515981.38,515981.38,515981.38,515981.38,0.0,4175.2001953125,,-2.81,0.0,-120.92
2022-04-27,531962.05,531962.05,531962.05,531962.05,531962.05,531962.05,531962.05,531962.05,0.0,4183.9599609375,,0.21,0.0,8.76
2022-04-28,540096.91,540096.91,540096.91,540096.91,540096.91,540096.91,540096.91,540096.91,0.0,4287.5,,2.47,0.0,103.54
2022-04-29,514040.73,514040.73,514040.73,514040.73,514040.73,514040.73,514040.73,514040.73,0.0,4131.93017578125,,-3.63,0.0,-155.57
2022-05-02,532746.77,532746.77,532746.77,532746.77,532746.77,532746.77,532746.77,532746.77,0.0,4155.3798828125,,0.57,0.0,23.45
2022-05-03,518398.14,518398.14,518398.14,518398.14,518398.14,518398.14,518398.14,518398.14,0.0,4175.47998046875,,0.48,0.0,20.1
2022-05-04,543852.86,543852.86,543852.86,543852.86,543852.86,543852.86,543852.86,543852.86,0.0,4300.169921875,,2.99,0.0,124.69
2022-05-05,505245.0,505245.0,505245.0,505245.0,505245.0,505245.0,505245.0,505245.0,0.0,4146.8701171875,,-3.56,0.0,-153.3
2022-05-06,496478.07,496478.07,496478.07,496478.07,496478.07,496478.07,496478.07,496478.07,0.0,4123.33984375,,-0.57,0.0,-23.53
2022-05-09,376726.93,376726.93,376726.93,376726.93,376726.93,376726.93,376726.93,376726.93,0.0,3991.239990234375,,-3.2,0.0,-132.1
2022-05-10,398069.62,398069.62,398069.62,398069.62,398069.62,398069.62,398069.62,398069.62,0.0,4001.050048828125,,0.25,0.0,9.81
2022-05-11,339980.8,339980.8,339980.8,339980.8,339980.8,339980.8,339980.8,339980.8,0.0,3935.179931640625,,-1.65,0.0,-65.87
2022-05-12,310539.51,310539.51,310539.51,310539.51,310539.51,310539.51,310539.51,310539.51,0.0,3930.080078125,,-0.13,0.0,-5.1
2022-05-13,312067.79,312067.79,312067.79,312067.79,312067.79,312067.79,312067.79,312067.79,0.0,4023.889892578125,,2.39,0.0,93.81
2022-05-16,308938.13,308938.13,308938.13,308938.13,308938.13,308938.13,308938.13,308938.13,0.0,4008.010009765625,,-0.39,0.0,-15.88
2022-05-17,319267.83,319267.83,319267.83,319267.83,319267.83,319267.83,319267.83,319267.83,0.0,4088.85009765625,,2.02,0.0,80.84
2022-05-18,292341.78,292341.78,292341.78,292341.78,292341.78,292341.78,292341.78,292341.78,0.0,3923.679931640625,,-4.04,0.0,-165.17
2022-05-19,294364.14,294364.14,294364.14,294364.14,294364.14,294364.14,294364.14,294364.14,0.0,3900.7900390625,,-0.58,0.0,-22.89
2022-05-20,284642.93,284642.93,284642.93,284642.93,284642.93,284642.93,284642.93,284642.93,0.0,3901.360107421875,,0.01,0.0,0.57
2022-05-23,276447.93,276447.93,276447.93,276447.93,276447.93,276447.93,276447.93,276447.93,0.0,3973.75,,1.86,0.0,72.39
2022-05-24,277775.31,277775.31,277775.31,277775.31,277775.31,277775.31,277775.31,277775.31,0.0,3941.47998046875,,-0.81,0.0,-32.27
2022-05-25,272897.85,272897.85,272897.85,272897.85,272897.85,272897.85,272897.85,272897.85,0.0,3978.72998046875,,0.95,0.0,37.25
2022-05-26,252911.33,252911.33,252911.33,252911.33,252911.33,252911.33,252911.33,252911.33,0.0,4057.840087890625,,1.99,0.0,79.11
2022-05-27,236666.92,236666.92,236666.92,236666.92,236666.92,236666.92,236666.92,236666.92,0.0,4158.240234375,,2.47,0.0,100.4
2022-05-31,262371.36,262371.36,262371.36,262371.36,262371.36,262371.36,262371.36,262371.36,0.0,4132.14990234375,,-0.63,0.0,-26.09
2022-06-01,246259.64,246259.64,246259.64,246259.64,246259.64,246259.64,246259.64,246259.64,0.0,4101.22998046875,,-0.75,0.0,-30.92
2022-06-02,247767.41,247767.41,247767.41,247767.41,247767.41,247767.41,247767.41,247767.41,0.0,4176.81982421875,,1.84,0.0,75.59
2022-06-03,238769.92,238769.92,238769.92,238769.92,238769.92,238769.92,238769.92,238769.92,0.0,4108.5400390625,,-1.63,0.0,-68.28
2022-06-06,246153.58,246153.58,246153.58,246153.58,246153.58,246153.58,246153.58,246153.58,0.0,4121.43017578125,,0.31,0.0,12.89
2022-06-07,240584.54,240584.54,240584.54,240584.54,240584.54,240584.54,240584.54,240584.54,0.0,4160.68017578125,,0.95,0.0,39.25
2022-06-08,237875.14,237875.14,237875.14,237875.14,237875.14,237875.14,237875.14,237875.14,0.0,4115.77001953125,,-1.08,0.0,-44.91
2022-06-09,236748.77,236748.77,236748.77,236748.77,236748.77,236748.77,236748.77,236748.77,0.0,4017.820068359375,,-2.38,0.0,-97.95
2022-06-10,219332.54,219332.54,219332.54,219332.54,219332.54,219332.54,219332.54,219332.54,0.0,3900.860107421875,,-2.91,0.0,-116.96
2022-06-13,159234.38,159234.38,159234.38,159234.38,159234.38,159234.38,159234.38,159234.38,0.0,3749.6298828125,,-3.88,0.0,-151.23
2022-06-14,160582.95,160582.95,160582.95,160582.95,160582.95,160582.95,160582.95,160582.95,0.0,3735.47998046875,,-0.38,0.0,-14.15
2022-06-15,162653.47,162653.47,162653.47,162653.47,162653.47,162653.47,162653.47,162653.47,0.0,3789.989990234375,,1.46,0.0,54.51
2022-06-16,139222.16,139222.16,139222.16,139222.16,139222.16,139222.16,139222.16,139222.16,0.0,3666.77001953125,,-3.25,0.0,-123.22
2022-06-17,139515.55,139515.55,139515.55,139515.55,139515.55,139515.55,139515.55,139515.55,0.0,3674.840087890625,,0.22,0.0,8.07
2022-06-21,137009.95,137009.95,137009.95,137009.95,137009.95,137009.95,137009.95,137009.95,0.0,3764.7900390625,,2.45,0.0,89.95
2022-06-22,128280.24,128280.24,128280.24,128280.24,128280.24,128280.24,128280.24,128280.24,0.0,3759.889892578125,,-0.13,0.0,-4.9
2022-06-23,139533.43,139533.43,139533.43,139533.43,139533.43,139533.43,139533.43,139533.43,0.0,3795.72998046875,,0.95,0.0,35.84
2022-06-24,149777.07,149777.07,149777.07,149777.07,149777.07,149777.07,149777.07,149777.07,0.0,3911.739990234375,,3.06,0.0,116.01
2022-06-27,144793.66,144793.66,144793.66,144793.66,144793.66,144793.66,144793.66,144793.66,0.0,3900.110107421875,,-0.3,0.0,-11.63
2022-06-28,138478.05,138478.05,138478.05,138478.05,138478.05,138478.05,138478.05,138478.05,0.0,3821.550048828125,,-2.01,0.0,-78.56
2022-06-29,132906.09,132906.09,132906.09,132906.09,132906.09,132906.09,132906.09,132906.09,0.0,3818.830078125,,-0.07,0.0,-2.72
2022-06-30,129718.84,129718.84,129718.84,129718.84,129718.84,129718.84,129718.84,129718.84,0.0,3785.3798828125,,-0.88,0.0,-33.45
2022-07-01,128648.17,128648.17,128648.17,128648.17,128648.17,128648.17,128648.17,128648.17,0.0,3825.330078125,,1.06,0.0,39.95
2022-07-05,137193.66,137193.66,137193.66,137193.66,137193.66,137193.66,137193.66,137193.66,0.0,3831.389892578125,,0.16,0.0,6.06
2022-07-06,144491.65,144491.65,144491.65,144491.65,144491.65,144491.65,144491.65,144491.65,0.0,3845.080078125,,0.36,0.0,13.69
2022-07-07,150555.61,150555.61,150555.61,150555.61,150555.61,150555.61,150555.61,150555.61,0.0,3902.6201171875,,1.5,0.0,57.54
2022-07-08,149227.76,149227.76,149227.76,149227.76,149227.76,149227.76,149227.76,149227.76,0.0,3899.3798828125,,-0.08,0.0,-3.24
2022-07-11,133493.18,133493.18,133493.18,133493.18,133493.18,133493.18,133493.18,133493.18,0.0,3854.429931640625,,-1.15,0.0,-44.95
2022-07-12,126357.88,126357.88,126357.88,126357.88,126357.88,126357.88,126357.88,126357.88,0.0,3818.800048828125,,-0.92,0.0,-35.63
2022-07-13,135364.47,135364.47,135364.47,135364.47,135364.47,135364.47,135364.47,135364.47,0.0,3801.780029296875,,-0.45,0.0,-17.02
2022-07-14,145083.93,145083.93,145083.93,145083.93,145083.93,145083.93,145083.93,145083.93,0.0,3790.3798828125,,-0.3,0.0,-11.4
2022-07-15,150068.55,150068.55,150068.55,150068.55,150068.55,150068.55,150068.55,150068.55,0.0,3863.159912109375,,1.92,0.0,72.78
2022-07-18,196956.61,196956.61,196956.61,196956.61,196956.61,196956.61,196956.61,196956.61,0.0,3830.85009765625,,-0.84,0.0,-32.31
2022-07-19,194405.8,194405.8,194405.8,194405.8,194405.8,194405.8,194405.8,194405.8,0.0,3936.68994140625,,2.76,0.0,105.84
2022-07-20,192972.3,192972.3,192972.3,192972.3,192972.3,192972.3,192972.3,192972.3,0.0,3959.89990234375,,0.59,0.0,23.21
2022-07-21,198540.42,198540.42,198540.42,198540.42,198540.42,198540.42,198540.42,198540.42,0.0,3998.949951171875,,0.99,0.0,39.05
2022-07-22,184946.97,184946.97,184946.97,184946.97,184946.97,184946.97,184946.97,184946.97,0.0,3961.6298828125,,-0.93,0.0,-37.32
2022-07-25,174968.66,174968.66,174968.66,174968.66,174968.66,174968.66,174968.66,174968.66,0.0,3966.840087890625,,0.13,0.0,5.21
2022-07-26,173821.13,173821.13,173821.13,173821.13,173821.13,173821.13,173821.13,173821.13,0.0,3921.050048828125,,-1.15,0.0,-45.79
2022-07-27,191952.61,191952.61,191952.61,191952.61,191952.61,191952.61,191952.61,191952.61,0.0,4023.610107421875,,2.62,0.0,102.56
2022-07-28,196514.39,196514.39,196514.39,196514.39,196514.39,196514.39,196514.39,196514.39,0.0,4072.429931640625,,1.21,0.0,48.82
2022-07-29,196929.28,196929.28,196929.28,196929.28,196929.28,196929.28,196929.28,196929.28,0.0,4130.2900390625,,1.42,0.0,57.86
2022-08-01,167479.79,167479.79,167479.79,167479.79,167479.79,167479.79,167479.79,167479.79,0.0,4118.6298828125,,-0.28,0.0,-11.66
2022-08-02,168019.97,168019.97,168019.97,168019.97,168019.97,168019.97,168019.97,168019.97,0.0,4091.18994140625,,-0.67,0.0,-27.44
2022-08-03,165906.78,165906.78,165906.78,165906.78,165906.78,165906.78,165906.78,165906.78,0.0,4155.169921875,,1.56,0.0,63.98
2022-08-04,166278.76,166278.76,166278.76,166278.76,166278.76,166278.76,166278.76,166278.76,0.0,4151.93994140625,,-0.08,0.0,-3.23
2022-08-05,179238.36,179238.36,179238.36,179238.36,179238.36,179238.36,179238.36,179238.36,0.0,4145.18994140625,,-0.16,0.0,-6.75
2022-08-08,168871.42,168871.42,168871.42,168871.42,168871.42,168871.42,168871.42,168871.42,0.0,4140.06005859375,,-0.12,0.0,-5.13
2022-08-09,162000.22,162000.22,162000.22,162000.22,162000.22,162000.22,162000.22,162000.22,0.0,4122.47021484375,,-0.42,0.0,-17.59
2022-08-10,172500.56,172500.56,172500.56,172500.56,172500.56,172500.56,172500.56,172500.56,0.0,4210.240234375,,2.13,0.0,87.77
2022-08-11,175044.7,175044.7,175044.7,175044.7,175044.7,175044.7,175044.7,175044.7,0.0,4207.27001953125,,-0.07,0.0,-2.97
2022-08-12,176223.22,176223.22,176223.22,176223.22,176223.22,176223.22,176223.22,176223.22,0.0,4280.14990234375,,1.73,0.0,72.88
2022-08-15,173264.21,173264.21,173264.21,173264.21,173264.21,173264.21,173264.21,173264.21,0.0,4297.14013671875,,0.4,0.0,16.99
2022-08-16,171033.54,171033.54,171033.54,171033.54,171033.54,171033.54,171033.54,171033.54,0.0,4305.2001953125,,0.19,0.0,8.06
2022-08-17,166541.71,166541.71,166541.71,166541.71,166541.71,166541.71,166541.71,166541.71,0.0,4274.0400390625,,-0.72,0.0,-31.16
2022-08-18,169973.86,169973.86,169973.86,169973.86,169973.86,169973.86,169973.86,169973.86,0.0,4283.740234375,,0.23,0.0,9.7
2022-08-19,148320.68,148320.68,148320.68,148320.68,148320.68,148320.68,148320.68,148320.68,0.0,4228.47998046875,,-1.29,0.0,-55.26
2022-08-22,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,0.0,4137.990234375,,-2.14,0.0,-90.49
2022-08-23,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,143727.57,0.0,4128.72998046875,,-0.22,0.0,-9.26
2022-08-24,152531.9,152531.9,152531.9,152531.9,152531.9,152531.9,152531.9,152531.9,0.0,4140.77001953125,,0.29,0.0,12.04
2022-08-25,166258.81,166258.81,166258.81,166258.81,166258.81,166258.81,166258.81,166258.81,0.0,4199.1201171875,,1.41,0.0,58.35
2022-08-26,143444.04,143444.04,143444.04,143444.04,143444.04,143444.04,143444.04,143444.04,0.0,4057.659912109375,,-3.37,0.0,-141.46
2022-08-29,146398.47,146398.47,146398.47,146398.47,146398.47,146398.47,146398.47,146398.47,0.0,4030.610107421875,,-0.67,0.0,-27.05
2022-08-30,149540.23,149540.23,149540.23,149540.23,149540.23,149540.23,149540.23,149540.23,0.0,3986.159912109375,,-1.1,0.0,-44.45
2022-08-31,144400.72,144400.72,144400.72,144400.72,144400.72,144400.72,144400.72,144400.72,0.0,3955.0,,-0.78,0.0,-31.16
2022-09-01,147259.74,147259.74,147259.74,147259.74,147259.74,147259.74,147259.74,147259.74,0.0,3966.85009765625,,0.3,0.0,11.85
2022-09-02,147298.06,147298.06,147298.06,147298.06,147298.06,147298.06,147298.06,147298.06,0.0,3924.260009765625,,-1.07,0.0,-42.59
2022-09-06,146252.78,146252.78,146252.78,146252.78,146252.78,146252.78,146252.78,146252.78,0.0,3908.18994140625,,-0.41,0.0,-16.07
2022-09-07,141169.46,141169.46,141169.46,141169.46,141169.46,141169.46,141169.46,141169.46,0.0,3979.8701171875,,1.83,0.0,71.68
2022-09-08,152476.67,152476.67,152476.67,152476.67,152476.67,152476.67,152476.67,152476.67,0.0,4006.179931640625,,0.66,0.0,26.31
