index_date,CRO_mktvalue,ADA_mktvalue,BTC_mktvalue,ONE_mktvalue,VET_mktvalue,USDC_mktvalue,DOGE_mktvalue,AUDIO_mktvalue,portf_value,sp500_mktvalue,ptf_value_pctch,sp500_pctch,ptf_value_diff,sp500_diff
2021-04-16,0.0,0.0,0.006,9212.205,0.0,0.0,0.0,0.0,9212.211,4185.47021484375,,,,
2021-04-19,0.0,0.0,0.007,10573.74,57659.364,-142.732,0.0,0.0,68090.379,4163.259765625,639.13,-0.53,58878.17,-22.21
2021-04-20,0.0,0.0,0.004,5854.217,31923.464,-79.024,0.0,0.0,37698.661,4134.93994140625,-44.63,-0.68,-30391.72,-28.32
2021-04-21,0.0,0.0,0.004,5880.926,32069.111,-79.385,0.0,0.0,37870.655999999995,4173.419921875,0.46,0.93,171.99,38.48
2021-04-22,0.0,0.0,0.004,5863.053,31971.649,-79.144,0.0,0.0,37755.562,4134.97998046875,-0.3,-0.92,-115.09,-38.44
2021-04-23,0.0,0.0,0.004,5241.127,28580.242,-70.748,0.0,0.0,33750.625,4180.169921875,-10.61,1.09,-4004.94,45.19
2021-04-26,0.0,0.0,0.004,5227.545,28506.18,-70.565,0.0,0.0,33663.164,4187.6201171875,-0.26,0.18,-87.46,7.45
2021-04-27,0.0,0.0,0.005,6605.257,36018.943,-89.162,0.0,0.0,42535.043000000005,4186.72021484375,26.35,-0.02,8871.88,-0.9
2021-04-28,0.0,0.0,0.004,6415.352,34983.374,-86.599,0.0,0.0,41312.131,4183.18017578125,-2.88,-0.08,-1222.91,-3.54
2021-04-29,0.0,0.0,0.003,4691.154,25581.202,-63.324,0.0,0.0,30209.035,4211.47021484375,-26.88,0.68,-11103.1,28.29
2021-04-30,0.0,0.0,0.003,4442.391,24224.678,-59.966,0.0,0.0,28607.106,4181.169921875,-5.3,-0.72,-1601.93,-30.3
2021-05-03,0.0,0.0,0.004,5435.324,33631.209,-84.765,286.472,0.0,39268.244000000006,4192.66015625,37.27,0.27,10661.14,11.49
2021-05-04,0.0,0.0,0.003,4169.426,25798.435,-65.023,219.752,0.0,30122.593,4164.66015625,-23.29,-0.67,-9145.65,-28.0
2021-05-05,0.0,0.0,0.004,5252.286,32498.658,-81.91,276.825,0.0,37945.86299999999,4167.58984375,25.97,0.07,7823.27,2.93
2021-05-06,0.0,0.0,0.004,4860.878,30076.813,-75.806,256.195,0.0,35118.084,4201.6201171875,-7.45,0.82,-2827.78,34.03
2021-05-07,0.0,0.0,0.003,3878.568,23998.744,-60.487,204.422,0.0,28021.249999999996,4232.60009765625,-20.21,0.74,-7096.83,30.98
2021-05-10,0.0,0.0,0.003,3545.375,23698.374,-60.522,0.0,86.766,27269.996,4188.43017578125,-2.68,-1.04,-751.25,-44.17
2021-05-11,0.0,0.0,0.003,3485.089,23295.407,-59.493,0.0,85.291,26806.297000000002,4152.10009765625,-1.7,-0.87,-463.7,-36.33
2021-05-12,0.0,0.0,0.003,3420.57,22864.142,-58.391,0.0,83.712,26310.036,4063.0400390625,-1.85,-2.14,-496.26,-89.06
2021-05-13,0.0,0.0,0.003,2974.029,19879.323,-50.769,0.0,72.784,22875.37,4112.5,-13.05,1.22,-3434.67,49.46
2021-05-14,0.0,0.0,0.003,3063.209,20475.43,-52.291,0.0,74.966,23561.317,4173.85009765625,3.0,1.49,685.95,61.35
2021-05-17,0.0,0.0,0.002,1869.744,12497.943,-31.918,0.0,45.758,14381.528999999999,4163.2900390625,-38.96,-0.25,-9179.79,-10.56
2021-05-18,0.0,0.0,0.001,1589.774,10626.538,-27.138,0.0,38.907,12228.081999999999,4127.830078125,-14.97,-0.85,-2153.45,-35.46
2021-05-19,0.0,0.0,0.001,947.561,6333.787,-16.175,0.0,23.19,7288.364,4115.68017578125,-40.4,-0.29,-4939.72,-12.15
2021-05-20,0.0,0.0,0.001,1215.661,8125.855,-20.752,0.0,29.751,9350.516,4159.1201171875,28.29,1.06,2062.15,43.44
2021-05-21,0.0,0.0,0.001,1046.145,6992.754,-17.858,0.0,25.602,8046.643999999999,4155.85986328125,-13.94,-0.08,-1303.87,-3.26
2021-05-24,0.0,0.0,0.001,1071.305,7160.933,-18.288,0.0,26.218,8240.169,4197.0498046875,2.41,0.99,193.53,41.19
2021-05-25,0.0,0.0,0.001,830.629,5552.182,-14.179,0.0,20.328,6388.961,4188.1298828125,-22.47,-0.21,-1851.21,-8.92
2021-05-26,0.0,0.0,0.001,917.475,6132.687,-15.662,0.0,22.453,7056.954,4195.990234375,10.46,0.19,667.99,7.86
2021-05-27,0.0,0.0,0.001,861.557,5758.913,-14.707,0.0,21.085,6626.848999999999,4200.8798828125,-6.09,0.12,-430.11,4.89
2021-05-28,0.0,0.0,0.001,811.083,5421.53,-13.846,0.0,19.85,6238.618,4204.10986328125,-5.86,0.08,-388.23,3.23
2021-06-01,0.0,0.0,0.001,929.362,6212.144,-15.865,0.0,22.744,7148.386,4202.0400390625,14.58,-0.05,909.77,-2.07
2021-06-02,0.0,0.0,0.001,922.254,6164.631,-15.743,0.0,22.57,7093.713,4208.1201171875,-0.76,0.14,-54.67,6.08
2021-06-03,0.0,0.0,0.001,890.444,5952.002,-15.2,0.0,21.792,6849.039000000001,4192.85009765625,-3.45,-0.36,-244.67,-15.27
2021-06-04,0.0,0.0,0.001,686.069,4585.893,-11.712,0.0,16.79,5277.040999999999,4229.89013671875,-22.95,0.88,-1572.0,37.04
2021-06-07,0.0,0.0,0.001,604.36,4287.061,-10.948,0.0,15.696,4896.169999999999,4226.52001953125,-7.22,-0.08,-380.87,-3.37
2021-06-08,0.0,0.0,0.001,555.5,3940.468,-10.063,0.0,14.427,4500.333,4227.259765625,-8.08,0.02,-395.84,0.74
2021-06-09,0.0,0.0,0.001,619.213,4392.422,-11.218,0.0,16.082,5016.5,4219.5498046875,11.47,-0.18,516.17,-7.71
2021-06-10,0.0,0.0,0.001,548.536,3891.067,-9.937,0.0,14.246,4443.9130000000005,4239.18017578125,-11.41,0.47,-572.59,19.63
2021-06-11,0.0,0.0,0.001,733.208,5201.047,-13.283,0.0,19.042,5940.014999999999,4247.43994140625,33.67,0.19,1496.1,8.26
2021-06-14,0.0,0.0,0.001,577.183,4094.274,-10.456,0.0,14.99,4675.991999999999,4255.14990234375,-21.28,0.18,-1264.02,7.71
2021-06-15,0.0,0.0,0.001,594.927,4220.148,-10.778,0.0,15.451,4819.749,4246.58984375,3.07,-0.2,143.76,-8.56
2021-06-16,0.0,0.0,0.0,487.122,3439.516,-8.825,0.0,12.651,3930.464,4223.7001953125,-18.45,-0.54,-889.28,-22.89
2021-06-17,0.0,0.0,0.001,555.205,3920.245,-10.058,0.0,14.419,4479.812,4221.85986328125,13.98,-0.04,549.35,-1.84
2021-06-18,0.0,0.0,0.001,589.827,4164.708,-10.685,0.0,15.319,4759.17,4166.4501953125,6.24,-1.31,279.36,-55.41
2021-06-21,0.0,0.0,0.0,338.96,2393.362,-6.141,0.0,8.803,2734.984,4224.7900390625,-42.53,1.4,-2024.19,58.34
2021-06-22,0.0,0.0,0.0,384.172,2712.602,-6.96,0.0,9.978,3099.792,4246.43994140625,13.34,0.51,364.81,21.65
2021-06-23,0.0,0.0,0.0,447.643,3160.758,-8.109,0.0,11.626,3611.918,4241.83984375,16.52,-0.11,512.13,-4.6
2021-06-24,0.0,0.0,0.0,419.585,2962.644,-7.601,0.0,10.897,3385.5249999999996,4266.490234375,-6.27,0.58,-226.39,24.65
2021-06-25,0.0,0.0,0.0,408.592,2885.027,-7.402,0.0,10.612,3296.829,4280.7001953125,-2.62,0.33,-88.7,14.21
2021-06-28,0.0,0.0,0.0,453.884,3204.831,-8.222,0.0,11.788,3662.281,4290.60986328125,11.08,0.23,365.45,9.91
2021-06-29,0.0,0.0,0.0,451.015,3184.568,-8.17,0.0,11.713,3639.126,4291.7998046875,-0.63,0.03,-23.15,1.19
2021-06-30,0.0,0.0,0.0,490.206,3461.296,-8.88,0.0,12.731,3955.353,4297.5,8.69,0.13,316.23,5.7
2021-07-01,0.0,0.0,0.0,439.569,3103.751,-7.963,0.0,11.416,3546.773,4319.93994140625,-10.33,0.52,-408.58,22.44
2021-07-02,0.0,0.0,0.0,411.235,2903.691,-7.45,0.0,10.68,3318.156,4352.33984375,-6.45,0.75,-228.62,32.4
2021-07-06,0.0,0.0,0.0,444.006,3135.081,-8.044,0.0,11.531,3582.574,4343.5400390625,7.97,-0.2,264.42,-8.8
2021-07-07,0.0,0.0,0.0,458.797,3239.517,-8.311,0.0,11.916,3701.919,4358.1298828125,3.33,0.34,119.34,14.59
2021-07-08,0.0,0.0,0.0,348.597,2461.405,-6.315,0.0,9.054,2812.7410000000004,4320.81982421875,-24.02,-0.86,-889.18,-37.31
2021-07-09,0.0,0.0,0.0,363.323,2565.389,-6.582,0.0,9.436,2931.5660000000003,4369.5498046875,4.22,1.13,118.82,48.73
2021-07-12,0.0,0.0,0.0,298.702,2109.102,-5.411,0.0,7.758,2410.151,4384.6298828125,-17.79,0.35,-521.42,15.08
2021-07-13,0.0,0.0,0.0,266.32,1880.456,-4.825,0.0,6.917,2148.868,4369.2099609375,-10.84,-0.35,-261.28,-15.42
2021-07-14,0.0,0.0,0.0,273.411,1930.528,-4.953,0.0,7.101,2206.087,4374.2998046875,2.66,0.12,57.22,5.09
2021-07-15,0.0,0.0,0.0,261.66,1847.556,-4.74,0.0,6.796,2111.272,4360.02978515625,-4.3,-0.33,-94.82,-14.27
2021-07-16,0.0,0.0,0.0,257.795,1820.264,-4.67,0.0,6.695,2080.084,4327.16015625,-1.48,-0.75,-31.19,-32.87
2021-07-19,0.0,0.0,0.0,249.335,1750.353,-4.517,0.0,6.476,2001.6470000000002,4258.490234375,-3.77,-1.59,-78.44,-68.67
2021-07-20,0.0,0.0,0.0,219.095,1538.066,-3.969,0.0,5.69,1758.882,4323.06005859375,-12.13,1.52,-242.77,64.57
2021-07-21,0.0,0.0,0.0,233.892,1641.941,-4.237,0.0,6.075,1877.671,4358.68994140625,6.75,0.82,118.79,35.63
2021-07-22,0.0,0.0,0.0,233.202,1637.098,-4.225,0.0,6.057,1872.132,4367.47998046875,-0.29,0.2,-5.54,8.79
2021-07-23,0.0,0.0,0.0,291.473,2046.167,-5.28,0.0,7.57,2339.93,4411.7900390625,24.99,1.01,467.8,44.31
2021-07-26,0.0,0.0,0.0,283.069,2116.766,-5.462,0.0,7.831,2402.204,4422.2998046875,2.66,0.24,62.27,10.51
2021-07-27,0.0,0.0,0.0,290.656,2173.498,-5.609,0.0,8.041,2466.5860000000002,4401.4599609375,2.68,-0.47,64.38,-20.84
2021-07-28,0.0,0.0,0.0,317.273,2372.541,-6.123,0.0,8.777,2692.4680000000003,4400.64013671875,9.16,-0.02,225.88,-0.82
2021-07-29,0.0,0.0,0.0,295.49,2209.646,-5.702,0.0,8.175,2507.6090000000004,4419.14990234375,-6.87,0.42,-184.86,18.51
2021-07-30,0.0,0.0,0.0,351.785,2630.618,-6.788,0.0,9.732,2985.3469999999998,4395.259765625,19.05,-0.54,477.74,-23.89
2021-08-02,0.0,0.0,0.0,366.014,2737.021,-7.063,0.0,10.126,3106.0980000000004,4387.16015625,4.04,-0.18,120.75,-8.1
2021-08-03,0.0,0.0,0.0,397.043,2969.051,-7.662,0.0,10.984,3369.416,4423.14990234375,8.48,0.82,263.32,35.99
2021-08-04,0.0,0.0,0.0,438.968,3282.561,-8.471,0.0,12.144,3725.2019999999998,4402.66015625,10.56,-0.46,355.79,-20.49
2021-08-05,0.0,0.0,0.0,403.106,3014.389,-7.779,0.0,11.152,3420.868,4429.10009765625,-8.17,0.6,-304.33,26.44
2021-08-06,0.0,0.0,0.0,366.042,2737.231,-7.064,0.0,10.127,3106.3360000000002,4436.52001953125,-9.19,0.17,-314.53,7.42
2021-08-09,0.0,0.0,0.0,429.383,3210.888,-8.286,0.0,11.879,3643.8639999999996,4432.35009765625,17.3,-0.09,537.53,-4.17
2021-08-10,0.0,0.0,0.0,469.493,3510.829,-9.06,0.0,12.989,3984.251,4436.75,9.34,0.1,340.39,4.4
2021-08-11,0.0,0.0,0.0,452.022,3380.178,-8.723,0.0,12.505,3835.982,4442.41015625,-3.72,0.13,-148.27,5.66
2021-08-12,0.0,0.0,0.0,454.874,3401.509,-8.778,0.0,12.584,3860.189,4460.830078125,0.63,0.41,24.21,18.42
2021-08-13,0.0,0.0,0.001,543.282,4062.618,-10.484,0.0,15.03,4610.446999999999,4468.0,19.44,0.16,750.26,7.17
2021-08-16,0.0,0.0,0.001,769.312,5685.95,-14.846,0.0,21.283,6461.700000000001,4479.7099609375,40.15,0.26,1851.25,11.71
2021-08-17,0.0,0.0,0.001,714.185,5278.508,-13.782,0.0,19.758,5998.669999999999,4448.080078125,-7.17,-0.71,-463.03,-31.63
2021-08-18,0.0,0.0,0.001,625.35,4621.933,-12.068,0.0,10.503,5245.718999999999,4400.27001953125,-12.55,-1.07,-752.95,-47.81
2021-08-19,0.0,0.0,0.001,731.392,5405.684,-14.114,0.0,12.284,6135.247,4405.7998046875,16.96,0.13,889.53,5.53
2021-08-20,0.0,0.0,0.001,763.745,5644.807,-14.738,0.0,12.828,6406.643,4441.669921875,4.42,0.81,271.4,35.87
2021-08-23,0.0,0.0,0.001,686.966,5077.334,-13.257,0.0,11.538,5762.581999999999,4479.52978515625,-10.05,0.85,-644.06,37.86
2021-08-24,0.0,0.0,0.001,613.783,4536.442,-11.844,0.0,10.309,5148.691,4486.22998046875,-10.65,0.15,-613.89,6.7
2021-08-25,0.0,0.0,0.001,660.196,4879.479,-12.74,0.0,11.088,5538.024,4496.18994140625,7.56,0.22,389.33,9.96
2021-08-26,0.0,0.0,0.001,563.348,4163.678,-10.871,0.0,9.462,4725.618,4470.0,-14.67,-0.58,-812.41,-26.19
2021-08-27,0.0,0.0,0.001,623.509,4608.325,-12.032,0.0,10.472,5230.275,4509.3701171875,10.68,0.88,504.66,39.37
2021-08-30,0.0,0.0,0.001,574.939,4216.849,-11.095,0.0,3.407,4784.101,4528.7900390625,-8.53,0.43,-446.17,19.42
2021-08-31,0.0,0.0,0.001,610.495,4477.633,-11.781,0.0,3.618,5079.966,4522.68017578125,6.18,-0.13,295.87,-6.11
2021-09-01,0.0,0.0,0.001,673.934,4942.922,-13.005,0.0,3.994,5607.846,4524.08984375,10.39,0.03,527.88,1.41
2021-09-02,0.0,0.0,0.001,675.015,4950.85,-13.026,0.0,4.0,5616.84,4536.9501953125,0.16,0.28,8.99,12.86
2021-09-03,0.0,0.0,0.001,563.258,4131.179,-10.869,0.0,3.338,4686.907,4535.43017578125,-16.56,-0.03,-929.93,-1.52
2021-09-07,0.0,0.0,0.0,473.292,3471.331,-9.133,0.0,2.805,3938.295,4520.02978515625,-15.97,-0.34,-748.61,-15.4
2021-09-08,0.0,0.0,0.0,481.72,3533.142,-9.296,0.0,2.855,4008.4210000000003,4514.06982421875,1.78,-0.13,70.13,-5.96
2021-09-09,0.0,0.0,0.0,473.319,3471.528,-9.134,0.0,2.805,3938.5179999999996,4493.27978515625,-1.74,-0.46,-69.9,-20.79
2021-09-10,0.0,0.0,0.0,455.761,3342.748,-8.795,0.0,2.701,3792.415,4458.580078125,-3.71,-0.77,-146.1,-34.7
2021-09-13,0.0,0.0,0.001,625.095,4584.718,-12.063,0.0,3.704,5201.455,4468.72998046875,37.15,0.23,1409.04,10.15
2021-09-14,0.0,0.0,0.001,865.038,6344.565,-16.693,0.0,5.126,7198.036999999999,4443.0498046875,38.39,-0.57,1996.58,-25.68
2021-09-15,0.0,0.0,0.001,1067.399,7828.77,-20.598,0.0,6.326,8881.898,4480.7001953125,23.39,0.85,1683.86,37.65
2021-09-16,0.0,0.0,0.001,980.203,7189.234,-18.915,0.0,5.809,8156.332,4473.75,-8.17,-0.16,-725.57,-6.95
2021-09-17,0.0,0.0,0.001,841.363,6170.921,-16.236,0.0,4.986,7001.035,4432.990234375,-14.16,-0.91,-1155.3,-40.76
2021-09-20,0.0,0.0,0.001,646.523,4628.18,-12.476,0.0,3.831,5266.059000000001,4357.72998046875,-24.78,-1.7,-1734.98,-75.26
2021-09-21,0.0,0.0,0.001,585.228,4189.389,-11.293,0.0,3.468,4766.793000000001,4354.18994140625,-9.48,-0.08,-499.27,-3.54
2021-09-22,0.0,0.0,0.001,610.235,4368.406,-11.776,0.0,3.616,4970.482,4395.64013671875,4.27,0.95,203.69,41.45
2021-09-23,0.0,0.0,0.001,647.819,4637.457,-12.501,0.0,3.839,5276.615,4448.97998046875,6.16,1.21,306.13,53.34
2021-09-24,0.0,0.0,0.001,612.567,4385.099,-11.821,0.0,3.63,4989.476000000001,4455.47998046875,-5.44,0.15,-287.14,6.5
2021-09-27,0.0,0.0,0.001,613.018,4388.329,-11.83,0.0,3.633,4993.151,4443.10986328125,0.07,-0.28,3.67,-12.37
2021-09-28,0.0,0.0,0.001,528.76,3785.164,-10.204,0.0,3.133,4306.854,4352.6298828125,-13.74,-2.04,-686.3,-90.48
2021-09-29,0.0,0.0,0.001,539.334,3860.856,-10.408,0.0,3.196,4392.978999999999,4359.4599609375,2.0,0.16,86.12,6.83
2021-09-30,0.0,0.0,0.001,583.299,4175.581,-11.256,0.0,3.457,4751.082,4307.5400390625,8.15,-1.19,358.1,-51.92
2021-10-01,0.0,0.0,0.001,640.794,4587.164,-12.366,0.0,3.797,5219.389999999999,4357.0400390625,9.86,1.15,468.31,49.5
2021-10-04,0.0,0.0,0.001,635.736,4550.957,-12.268,0.0,3.767,5178.193,4300.4599609375,-0.79,-1.3,-41.2,-56.58
2021-10-05,0.0,0.0,0.001,650.265,4654.967,-12.548,0.0,3.854,5296.539,4345.72021484375,2.29,1.05,118.35,45.26
2021-10-06,0.0,0.0,0.001,661.119,4732.667,-12.758,0.0,3.918,5384.947,4363.5498046875,1.67,0.41,88.41,17.83
2021-10-07,0.0,0.0,0.001,664.433,4756.39,-12.822,0.0,3.937,5411.939,4399.759765625,0.5,0.83,26.99,36.21
2021-10-08,0.0,0.0,0.001,657.928,4709.817,-12.696,0.0,3.899,5358.9490000000005,4391.33984375,-0.98,-0.19,-52.99,-8.42
