index_date,CRO_mktvalue,ADA_mktvalue,BTC_mktvalue,ONE_mktvalue,VET_mktvalue,USDC_mktvalue,DOGE_mktvalue,AUDIO_mktvalue,portf_value,sp500_mktvalue,ptf_value_pctch,sp500_pctch,ptf_value_diff,sp500_diff
2022-07-12,0.0,0.0,0.0,40.278,165.141,-1.788,0.0,0.0,203.63099999999997,3818.800048828125,-5.35,-0.92,-11.5,-35.63
2022-07-13,0.0,0.0,0.0,43.149,176.912,-1.915,0.0,0.0,218.14600000000002,3801.780029296875,7.13,-0.45,14.52,-17.02
2022-07-14,0.0,0.0,0.0,46.247,189.615,-2.053,0.0,0.0,233.80900000000003,3790.3798828125,7.18,-0.3,15.66,-11.4
2022-07-15,0.0,0.0,0.0,47.836,196.129,-2.123,0.0,0.0,241.84199999999998,3863.159912109375,3.44,1.92,8.03,72.78
2022-07-18,0.0,0.0,0.0,62.783,257.409,-2.787,0.0,0.0,317.40500000000003,3830.85009765625,31.24,-0.84,75.56,-32.31
2022-07-19,0.0,0.0,0.0,61.97,254.075,-2.75,0.0,0.0,313.29499999999996,3936.68994140625,-1.29,2.76,-4.11,105.84
2022-07-20,0.0,0.0,0.0,61.513,252.202,-2.73,0.0,0.0,310.98499999999996,3959.89990234375,-0.74,0.59,-2.31,23.21
2022-07-21,0.0,0.0,0.0,63.287,259.479,-2.809,0.0,0.0,319.95699999999994,3998.949951171875,2.89,0.99,8.97,39.05
2022-07-22,0.0,0.0,0.0,58.954,241.713,-2.617,0.0,0.0,298.04999999999995,3961.6298828125,-6.85,-0.93,-21.91,-37.32
2022-07-25,0.0,0.0,0.0,55.774,228.672,-2.475,0.0,0.0,281.971,3966.840087890625,-5.39,0.13,-16.08,5.21
2022-07-26,0.0,0.0,0.0,55.408,227.172,-2.459,0.0,0.0,280.121,3921.050048828125,-0.66,-1.15,-1.85,-45.79
2022-07-27,0.0,0.0,0.0,61.188,250.869,-2.716,0.0,0.0,309.341,4023.610107421875,10.43,2.62,29.22,102.56
2022-07-28,0.0,0.0,0.0,62.642,256.831,-2.78,0.0,0.0,316.69300000000004,4072.429931640625,2.38,1.21,7.35,48.82
2022-07-29,0.0,0.0,0.0,62.774,257.373,-2.786,0.0,0.0,317.361,4130.2900390625,0.21,1.42,0.67,57.86
2022-08-01,0.0,0.0,0.0,53.386,218.885,-2.369,0.0,0.0,269.902,4118.6298828125,-14.95,-0.28,-47.46,-11.66
2022-08-02,0.0,0.0,0.0,53.559,219.591,-2.377,0.0,0.0,270.77299999999997,4091.18994140625,0.32,-0.67,0.87,-27.44
2022-08-03,0.0,0.0,0.0,52.885,216.829,-2.347,0.0,0.0,267.367,4155.169921875,-1.26,1.56,-3.41,63.98
2022-08-04,0.0,0.0,0.0,53.004,217.315,-2.352,0.0,0.0,267.96700000000004,4151.93994140625,0.22,-0.08,0.6,-3.23
2022-08-05,0.0,0.0,0.0,57.135,234.252,-2.536,0.0,0.0,288.851,4145.18994140625,7.79,-0.16,20.88,-6.75
2022-08-08,0.0,0.0,0.0,53.83,153.416,-2.389,0.0,0.0,204.85699999999997,4140.06005859375,-29.08,-0.12,-83.99,-5.13
2022-08-09,0.0,0.0,0.0,51.64,147.173,-2.292,0.0,0.0,196.521,4122.47021484375,-4.07,-0.42,-8.34,-17.59
2022-08-10,0.0,0.0,0.0,54.987,156.713,-2.441,0.0,0.0,209.259,4210.240234375,6.48,2.13,12.74,87.77
2022-08-11,0.0,0.0,0.0,55.798,159.024,-2.477,0.0,0.0,212.345,4207.27001953125,1.47,-0.07,3.09,-2.97
2022-08-12,0.0,0.0,0.0,56.174,160.095,-2.493,0.0,0.0,213.776,4280.14990234375,0.67,1.73,1.43,72.88
2022-08-15,0.0,0.0,0.0,55.23,102.176,-2.451,0.0,0.0,154.955,4297.14013671875,-27.52,0.4,-58.82,16.99
2022-08-16,0.0,0.0,0.0,54.519,100.861,-2.42,0.0,0.0,152.96,4305.2001953125,-1.29,0.19,-2.0,8.06
2022-08-17,0.0,0.0,0.0,53.087,98.212,-2.356,0.0,0.0,148.943,4274.0400390625,-2.63,-0.72,-4.02,-31.16
2022-08-18,0.0,0.0,0.0,54.181,100.236,-2.405,0.0,0.0,152.012,4283.740234375,2.06,0.23,3.07,9.7
2022-08-19,0.0,0.0,0.0,47.279,87.467,-2.098,0.0,0.0,132.648,4228.47998046875,-12.74,-1.29,-19.36,-55.26
2022-08-22,0.0,0.0,0.0,45.815,58.872,-2.033,0.0,0.0,102.654,4137.990234375,-22.61,-2.14,-29.99,-90.49
2022-08-23,0.0,0.0,0.0,45.815,58.872,-2.033,0.0,0.0,102.654,4128.72998046875,0.0,-0.22,0.0,-9.26
2022-08-24,0.0,0.0,0.0,48.622,62.479,-2.158,0.0,0.0,108.943,4140.77001953125,6.13,0.29,6.29,12.04
2022-08-25,0.0,0.0,0.0,52.997,68.101,-2.352,0.0,0.0,118.746,4199.1201171875,9.0,1.41,9.8,58.35
2022-08-26,0.0,0.0,0.0,45.725,58.756,-2.029,0.0,0.0,102.452,4057.659912109375,-13.72,-3.37,-16.29,-141.46
2022-08-29,0.0,0.0,0.0,46.667,59.966,-2.071,0.0,0.0,104.56200000000001,4030.610107421875,2.06,-0.67,2.11,-27.05
2022-08-30,0.0,0.0,0.0,47.668,61.253,-2.116,0.0,0.0,106.80499999999999,3986.159912109375,2.15,-1.1,2.24,-44.45
2022-08-31,0.0,0.0,0.0,46.03,59.148,-2.043,0.0,0.0,103.13499999999999,3955.0,-3.44,-0.78,-3.67,-31.16
2022-09-01,0.0,0.0,0.0,46.941,60.319,-2.083,0.0,0.0,105.177,3966.85009765625,1.98,0.3,2.04,11.85
2022-09-02,0.0,0.0,0.0,46.953,60.335,-2.084,0.0,0.0,105.20400000000001,3924.260009765625,0.03,-1.07,0.03,-42.59
2022-09-06,0.0,0.0,0.0,46.62,59.907,-2.069,0.0,0.0,104.45799999999998,3908.18994140625,-0.71,-0.41,-0.75,-16.07
2022-09-07,0.0,0.0,0.0,45.0,57.825,-1.997,0.0,0.0,100.828,3979.8701171875,-3.48,1.83,-3.63,71.68
2022-09-08,0.0,0.0,0.0,48.604,62.456,-2.157,0.0,0.0,108.903,4006.179931640625,8.01,0.66,8.08,26.31
2022-09-09,0.0,0.0,0.0,50.85,65.342,-2.257,0.0,0.0,113.935,4067.360107421875,4.62,1.53,5.03,61.18
2022-09-12,0.0,0.0,0.0,49.874,64.088,-2.214,0.0,0.0,111.74799999999999,4110.41015625,-1.92,1.06,-2.19,43.05
2022-09-13,0.0,0.0,0.0,45.697,58.721,-2.028,0.0,0.0,102.39,3932.68994140625,-8.37,-4.32,-9.36,-177.72
2022-09-14,0.0,0.0,0.0,47.336,60.826,-2.101,0.0,0.0,106.061,3946.010009765625,3.59,0.34,3.67,13.32
2022-09-15,0.0,0.0,0.0,46.14,59.29,-2.048,0.0,0.0,103.382,3901.35009765625,-2.53,-1.13,-2.68,-44.66
2022-09-16,0.0,0.0,0.0,41.167,52.899,-1.827,0.0,0.0,92.239,3873.330078125,-10.78,-0.72,-11.14,-28.02
2022-09-19,0.0,0.0,0.0,40.03,51.439,-1.777,0.0,0.0,89.692,3899.889892578125,-2.76,0.69,-2.55,26.56
2022-09-20,0.0,0.0,0.0,38.494,49.465,-1.709,0.0,0.0,86.25,3855.929931640625,-3.84,-1.13,-3.44,-43.96
2022-09-21,0.0,0.0,0.0,38.492,49.462,-1.708,0.0,0.0,86.24600000000001,3789.929931640625,-0.0,-1.71,-0.0,-66.0
2022-09-22,0.0,0.0,0.0,38.492,49.462,-1.708,0.0,0.0,86.24600000000001,3757.989990234375,0.0,-0.84,0.0,-31.94
2022-09-23,0.0,0.0,0.0,38.4,49.344,-1.704,0.0,0.0,86.04,3693.22998046875,-0.24,-1.72,-0.21,-64.76
2022-09-26,0.0,0.0,0.0,38.563,49.553,-1.712,0.0,0.0,86.404,3655.0400390625,0.42,-1.03,0.36,-38.19
2022-09-27,0.0,0.0,0.0,40.133,51.571,-1.781,0.0,0.0,89.923,3647.2900390625,4.07,-0.21,3.52,-7.75
2022-09-28,0.0,0.0,0.0,40.133,51.571,-1.781,0.0,0.0,89.923,3719.0400390625,0.0,1.97,0.0,71.75
2022-09-29,0.0,0.0,0.0,40.133,51.571,-1.781,0.0,0.0,89.923,3640.469970703125,0.0,-2.11,0.0,-78.57
2022-09-30,0.0,0.0,0.0,40.133,51.571,-1.781,0.0,0.0,89.923,3585.6201171875,0.0,-1.51,0.0,-54.85
2022-10-03,0.0,0.0,0.0,37.491,48.176,-1.664,0.0,0.0,84.003,3678.429931640625,-6.58,2.59,-5.92,92.81
2022-10-04,0.0,0.0,0.0,38.183,49.065,-1.695,0.0,0.0,85.553,3790.929931640625,1.85,3.06,1.55,112.5
2022-10-05,0.0,0.0,0.0,37.674,48.411,-1.672,0.0,0.0,84.41300000000001,3783.280029296875,-1.33,-0.2,-1.14,-7.65
2022-10-06,0.0,0.0,0.0,37.645,48.374,-1.671,0.0,0.0,84.348,3744.52001953125,-0.08,-1.02,-0.07,-38.76
2022-10-07,0.0,0.0,0.0,37.681,48.42,-1.672,0.0,0.0,84.429,3639.659912109375,0.1,-2.8,0.08,-104.86
2022-10-10,0.0,0.0,0.0,36.673,47.125,-1.628,0.0,0.0,82.17,3612.389892578125,-2.68,-0.75,-2.26,-27.27
2022-10-11,0.0,0.0,0.0,36.673,47.125,-1.628,0.0,0.0,82.17,3588.840087890625,0.0,-0.65,0.0,-23.55
2022-10-12,0.0,0.0,0.0,35.72,45.9,-1.585,0.0,0.0,80.03500000000001,3577.030029296875,-2.6,-0.33,-2.13,-11.81
2022-10-13,0.0,0.0,0.0,35.793,45.994,-1.589,0.0,0.0,80.19800000000001,3669.909912109375,0.2,2.6,0.16,92.88
2022-10-14,0.0,0.0,0.0,36.845,47.346,-1.635,0.0,0.0,82.556,3583.070068359375,2.94,-2.37,2.36,-86.84
2022-10-17,0.0,0.0,0.0,39.519,50.781,-1.754,0.0,0.0,88.54599999999999,3677.949951171875,7.26,2.65,5.99,94.88
2022-10-18,0.0,0.0,0.0,39.506,50.765,-1.753,0.0,0.0,88.518,3719.97998046875,-0.03,1.14,-0.03,42.03
2022-10-19,0.0,0.0,0.0,39.506,50.765,-1.753,0.0,0.0,88.518,3695.159912109375,0.0,-0.67,0.0,-24.82
2022-10-20,0.0,0.0,0.0,39.506,50.765,-1.753,0.0,0.0,88.518,3665.780029296875,0.0,-0.8,0.0,-29.38
2022-10-21,0.0,0.0,0.0,39.506,50.765,-1.753,0.0,0.0,88.518,3752.75,0.0,2.37,0.0,86.97
2022-10-24,0.0,0.0,0.0,40.783,52.406,-1.81,0.0,0.0,91.37899999999999,3797.340087890625,3.23,1.19,2.86,44.59
2022-10-25,0.0,0.0,0.0,47.023,60.424,-2.087,0.0,0.0,105.36,3859.110107421875,15.3,1.63,13.98,61.77
2022-10-26,0.0,0.0,0.0,57.662,74.095,-2.559,0.0,0.0,129.198,3830.60009765625,22.63,-0.74,23.84,-28.51
2022-10-27,0.0,0.0,0.0,55.733,71.617,-2.474,0.0,0.0,124.87599999999999,3807.300048828125,-3.35,-0.61,-4.32,-23.3
2022-10-28,0.0,0.0,0.0,58.495,75.166,-2.596,0.0,0.0,131.065,3901.06005859375,4.96,2.46,6.19,93.76
2022-10-31,0.0,0.0,0.0,60.776,78.097,-2.697,0.0,0.0,136.176,3871.97998046875,3.9,-0.75,5.11,-29.08
2022-11-01,0.0,0.0,0.0,61.397,78.896,-2.725,0.0,0.0,137.568,3856.10009765625,1.02,-0.41,1.39,-15.88
2022-11-02,0.0,0.0,0.0,59.035,75.86,-2.62,0.0,0.0,132.27499999999998,3759.68994140625,-3.85,-2.5,-5.29,-96.41
2022-11-03,0.0,0.0,0.0,59.456,76.402,-2.639,0.0,0.0,133.219,3719.889892578125,0.71,-1.06,0.94,-39.8
2022-11-04,0.0,0.0,0.0,64.342,82.68,-2.856,0.0,0.0,144.166,3770.550048828125,8.22,1.36,10.95,50.66
2022-11-07,0.0,0.0,0.0,61.141,78.566,-2.714,0.0,0.0,136.993,3806.800048828125,-4.98,0.96,-7.17,36.25
2022-11-08,0.0,0.0,0.0,47.146,60.583,-2.093,0.0,0.0,105.636,3828.110107421875,-22.89,0.56,-31.36,21.31
2022-11-09,0.0,0.0,0.0,34.635,44.506,-1.537,0.0,0.0,77.60399999999998,3748.570068359375,-26.54,-2.08,-28.03,-79.54
2022-11-10,0.0,0.0,0.0,41.424,53.23,-1.839,0.0,0.0,92.815,3956.3701171875,19.6,5.54,15.21,207.8
2022-11-11,0.0,0.0,0.0,40.634,52.214,-1.803,0.0,0.0,91.045,3992.929931640625,-1.91,0.92,-1.77,36.56
2022-11-14,0.0,0.0,0.0,40.634,52.214,-1.803,0.0,0.0,91.045,3957.25,0.0,-0.89,0.0,-35.68
2022-11-15,0.0,0.0,0.0,41.987,53.954,-1.864,0.0,0.0,94.077,3991.72998046875,3.33,0.87,3.03,34.48
2022-11-16,0.0,0.0,0.0,40.47,52.004,-1.796,0.0,0.0,90.67799999999998,3958.7900390625,-3.61,-0.83,-3.4,-32.94
2022-11-17,0.0,0.0,0.0,39.934,51.315,-1.772,0.0,0.0,89.47699999999999,3946.56005859375,-1.32,-0.31,-1.2,-12.23
2022-11-18,0.0,0.0,0.0,39.939,51.322,-1.773,0.0,0.0,89.488,3965.340087890625,0.01,0.48,0.01,18.78
2022-11-21,0.0,0.0,0.0,39.939,51.322,-1.773,0.0,0.0,89.488,3949.93994140625,0.0,-0.39,0.0,-15.4
2022-11-22,0.0,0.0,0.0,39.939,51.322,-1.773,0.0,0.0,89.488,4003.580078125,0.0,1.36,0.0,53.64
2022-11-23,0.0,0.0,0.0,39.939,51.322,-1.773,0.0,0.0,89.488,4027.260009765625,0.0,0.59,0.0,23.68
