date,CRO_adj_close,CRO_cashflow,CRO_cml_units,CRO_cml_cost,CRO_gain_loss,CRO_avg_price,CRO_mktvalue,ADA_adj_close,ADA_cashflow,ADA_cml_units,ADA_cml_cost,ADA_gain_loss,ADA_avg_price,ADA_mktvalue,BTC_adj_close,BTC_cashflow,BTC_cml_units,BTC_cml_cost,BTC_gain_loss,BTC_avg_price,BTC_mktvalue,USDM_adj_close,USDM_cashflow,USDM_cml_units,USDM_cml_cost,USDM_gain_loss,USDM_avg_price,USDM_mktvalue,VET_adj_close,VET_cashflow,VET_cml_units,VET_cml_cost,VET_gain_loss,VET_avg_price,VET_mktvalue,USDC_adj_close,USDC_cashflow,USDC_cml_units,USDC_cml_cost,USDC_gain_loss,USDC_avg_price,USDC_mktvalue,ONE_adj_close,ONE_cashflow,ONE_cml_units,ONE_cml_cost,ONE_gain_loss,ONE_avg_price,ONE_mktvalue,DOGE_adj_close,DOGE_cashflow,DOGE_cml_units,DOGE_cml_cost,DOGE_gain_loss,DOGE_avg_price,DOGE_mktvalue,AUDIO_adj_close,AUDIO_cashflow,AUDIO_cml_units,AUDIO_cml_cost,AUDIO_gain_loss,AUDIO_avg_price,AUDIO_mktvalue,HBAR_adj_close,HBAR_cashflow,HBAR_cml_units,HBAR_cml_cost,HBAR_gain_loss,HBAR_avg_price,HBAR_mktvalue,USD_adj_close,USD_cashflow,USD_cml_units,USD_cml_cost,USD_gain_loss,USD_avg_price,USD_mktvalue
2021-09-16,0.42617515270455,-38306.0,0.0,0.0,0.0,,0.0,0.42617515270455,-32554.1,0.0,0.0,0.0,,0.0,0.42617515270455,0.0,0.0,0.0,0.0,,0.0,0.42617515270455,-4222.4,0.0,0.0,0.0,,0.0,0.42617515270455,-28336.300000000003,23210.0,0.0,0.0,0.0,9891.525,0.42617515270455,-9767.84,34.46,0.0,-3687.49,0.0,14.686,0.42617515270455,-12588.5,4012.0,0.0,0.0,0.0,1709.815,0.42617515270455,-22206.309999999998,0.0,0.0,0.0,,0.0,0.42617515270455,-3511.25,25.0,0.0,-2111.5,0.0,10.654,0.42617515270455,0.0,0.0,0.0,0.0,,0.0,0.42617515270455,0.0,0.0,0.0,0.0,,0.0
2021-09-17,0.36580994885836,-38306.0,0.0,0.0,0.0,,0.0,0.36580994885836,-32554.1,0.0,0.0,0.0,,0.0,0.36580994885836,0.0,0.0,0.0,0.0,,0.0,0.36580994885836,-4222.4,0.0,0.0,0.0,,0.0,0.36580994885836,-51394.3,23080.0,0.0,0.0,0.0,8442.894,0.36580994885836,-9767.84,34.46,0.0,-3687.49,0.0,12.606,0.36580994885836,-12588.5,4012.0,0.0,0.0,0.0,1467.63,0.36580994885836,-22206.309999999998,0.0,0.0,0.0,,0.0,0.36580994885836,-3511.25,25.0,0.0,-2111.5,0.0,9.145,0.36580994885836,0.0,0.0,0.0,0.0,,0.0,0.36580994885836,0.0,0.0,0.0,0.0,,0.0
2021-09-18,0.35958486405359,-38306.0,0.0,0.0,0.0,,0.0,0.35958486405359,-32554.1,0.0,0.0,0.0,,0.0,0.35958486405359,0.0,0.0,0.0,0.0,,0.0,0.35958486405359,-4222.4,0.0,0.0,0.0,,0.0,0.35958486405359,-51394.3,23080.0,0.0,0.0,0.0,8299.219,0.35958486405359,-9767.84,34.46,0.0,-3687.49,0.0,12.391,0.35958486405359,-12588.5,4012.0,0.0,0.0,0.0,1442.654,0.35958486405359,-22206.309999999998,0.0,0.0,0.0,,0.0,0.35958486405359,-3511.25,25.0,0.0,-2111.5,0.0,8.99,0.35958486405359,0.0,0.0,0.0,0.0,,0.0,0.35958486405359,0.0,0.0,0.0,0.0,,0.0
2021-09-19,0.34907330566506,-38306.0,0.0,0.0,0.0,,0.0,0.34907330566506,-32554.1,0.0,0.0,0.0,,0.0,0.34907330566506,0.0,0.0,0.0,0.0,,0.0,0.34907330566506,-4222.4,0.0,0.0,0.0,,0.0,0.34907330566506,-51394.3,23080.0,0.0,0.0,0.0,8056.612,0.34907330566506,-9767.84,34.46,0.0,-3687.49,0.0,12.029,0.34907330566506,-12588.5,4012.0,0.0,0.0,0.0,1400.482,0.34907330566506,-22206.309999999998,0.0,0.0,0.0,,0.0,0.34907330566506,-3511.25,25.0,0.0,-2111.5,0.0,8.727,0.34907330566506,0.0,0.0,0.0,0.0,,0.0,0.34907330566506,0.0,0.0,0.0,0.0,,0.0
2021-09-20,0.28109712850213,-38306.0,0.0,0.0,0.0,,0.0,0.28109712850213,-32554.1,0.0,0.0,0.0,,0.0,0.28109712850213,0.0,0.0,0.0,0.0,,0.0,0.28109712850213,-4222.4,0.0,0.0,0.0,,0.0,0.28109712850213,-51394.3,23080.0,0.0,0.0,0.0,6487.722,0.28109712850213,-9767.84,34.46,0.0,-3687.49,0.0,9.687,0.28109712850213,-12588.5,4012.0,0.0,0.0,0.0,1127.762,0.28109712850213,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28109712850213,-3511.25,25.0,0.0,-2111.5,0.0,7.027,0.28109712850213,0.0,0.0,0.0,0.0,,0.0,0.28109712850213,0.0,0.0,0.0,0.0,,0.0
2021-09-21,0.25444675402468,-38306.0,0.0,0.0,0.0,,0.0,0.25444675402468,-32554.1,0.0,0.0,0.0,,0.0,0.25444675402468,0.0,0.0,0.0,0.0,,0.0,0.25444675402468,-4222.4,0.0,0.0,0.0,,0.0,0.25444675402468,-51394.3,23080.0,0.0,0.0,0.0,5872.631,0.25444675402468,-9767.84,34.46,0.0,-3687.49,0.0,8.768,0.25444675402468,-12588.5,4012.0,0.0,0.0,0.0,1020.84,0.25444675402468,-22206.309999999998,0.0,0.0,0.0,,0.0,0.25444675402468,-3511.25,25.0,0.0,-2111.5,0.0,6.361,0.25444675402468,0.0,0.0,0.0,0.0,,0.0,0.25444675402468,0.0,0.0,0.0,0.0,,0.0
2021-09-22,0.2653194958266,-38306.0,0.0,0.0,0.0,,0.0,0.2653194958266,-32554.1,0.0,0.0,0.0,,0.0,0.2653194958266,0.0,0.0,0.0,0.0,,0.0,0.2653194958266,-4222.4,0.0,0.0,0.0,,0.0,0.2653194958266,-51394.3,23080.0,0.0,0.0,0.0,6123.574,0.2653194958266,-9767.84,34.46,0.0,-3687.49,0.0,9.143,0.2653194958266,-12588.5,4012.0,0.0,0.0,0.0,1064.462,0.2653194958266,-22206.309999999998,0.0,0.0,0.0,,0.0,0.2653194958266,-3511.25,25.0,0.0,-2111.5,0.0,6.633,0.2653194958266,0.0,0.0,0.0,0.0,,0.0,0.2653194958266,0.0,0.0,0.0,0.0,,0.0
2021-09-23,0.28166056932505,-38306.0,0.0,0.0,0.0,,0.0,0.28166056932505,-32554.1,0.0,0.0,0.0,,0.0,0.28166056932505,0.0,0.0,0.0,0.0,,0.0,0.28166056932505,-4222.4,0.0,0.0,0.0,,0.0,0.28166056932505,-51394.3,23080.0,0.0,0.0,0.0,6500.726,0.28166056932505,-9767.84,34.46,0.0,-3687.49,0.0,9.706,0.28166056932505,-12588.5,4012.0,0.0,0.0,0.0,1130.022,0.28166056932505,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28166056932505,-3511.25,25.0,0.0,-2111.5,0.0,7.042,0.28166056932505,0.0,0.0,0.0,0.0,,0.0,0.28166056932505,0.0,0.0,0.0,0.0,,0.0
2021-09-24,0.26633334178008,-38306.0,0.0,0.0,0.0,,0.0,0.26633334178008,-32554.1,0.0,0.0,0.0,,0.0,0.26633334178008,0.0,0.0,0.0,0.0,,0.0,0.26633334178008,-4222.4,0.0,0.0,0.0,,0.0,0.26633334178008,-51394.3,23080.0,0.0,0.0,0.0,6146.974,0.26633334178008,-9767.84,34.46,0.0,-3687.49,0.0,9.178,0.26633334178008,-12588.5,4012.0,0.0,0.0,0.0,1068.529,0.26633334178008,-22206.309999999998,0.0,0.0,0.0,,0.0,0.26633334178008,-3511.25,25.0,0.0,-2111.5,0.0,6.658,0.26633334178008,0.0,0.0,0.0,0.0,,0.0,0.26633334178008,0.0,0.0,0.0,0.0,,0.0
2021-09-25,0.27418370683015,-38306.0,0.0,0.0,0.0,,0.0,0.27418370683015,-32554.1,0.0,0.0,0.0,,0.0,0.27418370683015,0.0,0.0,0.0,0.0,,0.0,0.27418370683015,-4222.4,0.0,0.0,0.0,,0.0,0.27418370683015,-51394.3,23080.0,0.0,0.0,0.0,6328.16,0.27418370683015,-9767.84,34.46,0.0,-3687.49,0.0,9.448,0.27418370683015,-12588.5,4012.0,0.0,0.0,0.0,1100.025,0.27418370683015,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27418370683015,-3511.25,25.0,0.0,-2111.5,0.0,6.855,0.27418370683015,0.0,0.0,0.0,0.0,,0.0,0.27418370683015,0.0,0.0,0.0,0.0,,0.0
2021-09-26,0.28248409613824,-38306.0,0.0,0.0,0.0,,0.0,0.28248409613824,-32554.1,0.0,0.0,0.0,,0.0,0.28248409613824,0.0,0.0,0.0,0.0,,0.0,0.28248409613824,-4222.4,0.0,0.0,0.0,,0.0,0.28248409613824,-51394.3,23080.0,0.0,0.0,0.0,6519.733,0.28248409613824,-9767.84,34.46,0.0,-3687.49,0.0,9.734,0.28248409613824,-12588.5,4012.0,0.0,0.0,0.0,1133.326,0.28248409613824,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28248409613824,-3511.25,25.0,0.0,-2111.5,0.0,7.062,0.28248409613824,0.0,0.0,0.0,0.0,,0.0,0.28248409613824,0.0,0.0,0.0,0.0,,0.0
2021-09-27,0.26652955984117,-38306.0,0.0,0.0,0.0,,0.0,0.26652955984117,-32554.1,0.0,0.0,0.0,,0.0,0.26652955984117,0.0,0.0,0.0,0.0,,0.0,0.26652955984117,-4222.4,0.0,0.0,0.0,,0.0,0.26652955984117,-51394.3,23080.0,0.0,0.0,0.0,6151.502,0.26652955984117,-9767.84,34.46,0.0,-3687.49,0.0,9.185,0.26652955984117,-12588.5,4012.0,0.0,0.0,0.0,1069.317,0.26652955984117,-22206.309999999998,0.0,0.0,0.0,,0.0,0.26652955984117,-3511.25,25.0,0.0,-2111.5,0.0,6.663,0.26652955984117,0.0,0.0,0.0,0.0,,0.0,0.26652955984117,0.0,0.0,0.0,0.0,,0.0
2021-09-28,0.2298957346222,-38306.0,0.0,0.0,0.0,,0.0,0.2298957346222,-32554.1,0.0,0.0,0.0,,0.0,0.2298957346222,0.0,0.0,0.0,0.0,,0.0,0.2298957346222,-4222.4,0.0,0.0,0.0,,0.0,0.2298957346222,-51394.3,23080.0,0.0,0.0,0.0,5305.994,0.2298957346222,-9767.84,34.46,0.0,-3687.49,0.0,7.922,0.2298957346222,-12588.5,4012.0,0.0,0.0,0.0,922.342,0.2298957346222,-22206.309999999998,0.0,0.0,0.0,,0.0,0.2298957346222,-3511.25,25.0,0.0,-2111.5,0.0,5.747,0.2298957346222,0.0,0.0,0.0,0.0,,0.0,0.2298957346222,0.0,0.0,0.0,0.0,,0.0
2021-09-29,0.23449297298343,-38306.0,0.0,0.0,0.0,,0.0,0.23449297298343,-32554.1,0.0,0.0,0.0,,0.0,0.23449297298343,0.0,0.0,0.0,0.0,,0.0,0.23449297298343,-4222.4,0.0,0.0,0.0,,0.0,0.23449297298343,-51394.3,23080.0,0.0,0.0,0.0,5412.098,0.23449297298343,-9767.84,34.46,0.0,-3687.49,0.0,8.081,0.23449297298343,-12588.5,4012.0,0.0,0.0,0.0,940.786,0.23449297298343,-22206.309999999998,0.0,0.0,0.0,,0.0,0.23449297298343,-3511.25,25.0,0.0,-2111.5,0.0,5.862,0.23449297298343,0.0,0.0,0.0,0.0,,0.0,0.23449297298343,0.0,0.0,0.0,0.0,,0.0
2021-09-30,0.25360807530221,-38306.0,0.0,0.0,0.0,,0.0,0.25360807530221,-32554.1,0.0,0.0,0.0,,0.0,0.25360807530221,0.0,0.0,0.0,0.0,,0.0,0.25360807530221,-4222.4,0.0,0.0,0.0,,0.0,0.25360807530221,-51394.3,23080.0,0.0,0.0,0.0,5853.274,0.25360807530221,-9767.84,34.46,0.0,-3687.49,0.0,8.739,0.25360807530221,-12588.5,4012.0,0.0,0.0,0.0,1017.476,0.25360807530221,-22206.309999999998,0.0,0.0,0.0,,0.0,0.25360807530221,-3511.25,25.0,0.0,-2111.5,0.0,6.34,0.25360807530221,0.0,0.0,0.0,0.0,,0.0,0.25360807530221,0.0,0.0,0.0,0.0,,0.0
2021-10-01,0.27860597077577,-38306.0,0.0,0.0,0.0,,0.0,0.27860597077577,-32554.1,0.0,0.0,0.0,,0.0,0.27860597077577,0.0,0.0,0.0,0.0,,0.0,0.27860597077577,-4222.4,0.0,0.0,0.0,,0.0,0.27860597077577,-51394.3,23080.0,0.0,0.0,0.0,6430.226,0.27860597077577,-9767.84,34.46,0.0,-3687.49,0.0,9.601,0.27860597077577,-12588.5,4012.0,0.0,0.0,0.0,1117.767,0.27860597077577,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27860597077577,-3511.25,25.0,0.0,-2111.5,0.0,6.965,0.27860597077577,0.0,0.0,0.0,0.0,,0.0,0.27860597077577,0.0,0.0,0.0,0.0,,0.0
2021-10-02,0.28556154729398,-38306.0,0.0,0.0,0.0,,0.0,0.28556154729398,-32554.1,0.0,0.0,0.0,,0.0,0.28556154729398,0.0,0.0,0.0,0.0,,0.0,0.28556154729398,-4222.4,0.0,0.0,0.0,,0.0,0.28556154729398,-51394.3,23080.0,0.0,0.0,0.0,6590.761,0.28556154729398,-9767.84,34.46,0.0,-3687.49,0.0,9.84,0.28556154729398,-12588.5,4012.0,0.0,0.0,0.0,1145.673,0.28556154729398,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28556154729398,-3511.25,25.0,0.0,-2111.5,0.0,7.139,0.28556154729398,0.0,0.0,0.0,0.0,,0.0,0.28556154729398,0.0,0.0,0.0,0.0,,0.0
2021-10-03,0.28914439666916,-38306.0,0.0,0.0,0.0,,0.0,0.28914439666916,-32554.1,0.0,0.0,0.0,,0.0,0.28914439666916,0.0,0.0,0.0,0.0,,0.0,0.28914439666916,-4222.4,0.0,0.0,0.0,,0.0,0.28914439666916,-51394.3,23080.0,0.0,0.0,0.0,6673.453,0.28914439666916,-9767.84,34.46,0.0,-3687.49,0.0,9.964,0.28914439666916,-12588.5,4012.0,0.0,0.0,0.0,1160.047,0.28914439666916,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28914439666916,-3511.25,25.0,0.0,-2111.5,0.0,7.229,0.28914439666916,0.0,0.0,0.0,0.0,,0.0,0.28914439666916,0.0,0.0,0.0,0.0,,0.0
2021-10-04,0.27640694817376,-38306.0,0.0,0.0,0.0,,0.0,0.27640694817376,-32554.1,0.0,0.0,0.0,,0.0,0.27640694817376,0.0,0.0,0.0,0.0,,0.0,0.27640694817376,-4222.4,0.0,0.0,0.0,,0.0,0.27640694817376,-51394.3,23080.0,0.0,0.0,0.0,6379.472,0.27640694817376,-9767.84,34.46,0.0,-3687.49,0.0,9.525,0.27640694817376,-12588.5,4012.0,0.0,0.0,0.0,1108.945,0.27640694817376,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27640694817376,-3511.25,25.0,0.0,-2111.5,0.0,6.91,0.27640694817376,0.0,0.0,0.0,0.0,,0.0,0.27640694817376,0.0,0.0,0.0,0.0,,0.0
2021-10-05,0.28272406473641,-38306.0,0.0,0.0,0.0,,0.0,0.28272406473641,-32554.1,0.0,0.0,0.0,,0.0,0.28272406473641,0.0,0.0,0.0,0.0,,0.0,0.28272406473641,-4222.4,0.0,0.0,0.0,,0.0,0.28272406473641,-51394.3,23080.0,0.0,0.0,0.0,6525.271,0.28272406473641,-9767.84,34.46,0.0,-3687.49,0.0,9.743,0.28272406473641,-12588.5,4012.0,0.0,0.0,0.0,1134.289,0.28272406473641,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28272406473641,-3511.25,25.0,0.0,-2111.5,0.0,7.068,0.28272406473641,0.0,0.0,0.0,0.0,,0.0,0.28272406473641,0.0,0.0,0.0,0.0,,0.0
2021-10-06,0.28744322969668,-38306.0,0.0,0.0,0.0,,0.0,0.28744322969668,-32554.1,0.0,0.0,0.0,,0.0,0.28744322969668,0.0,0.0,0.0,0.0,,0.0,0.28744322969668,-4222.4,0.0,0.0,0.0,,0.0,0.28744322969668,-51394.3,23080.0,0.0,0.0,0.0,6634.19,0.28744322969668,-9767.84,34.46,0.0,-3687.49,0.0,9.905,0.28744322969668,-12588.5,4012.0,0.0,0.0,0.0,1153.222,0.28744322969668,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28744322969668,-3511.25,25.0,0.0,-2111.5,0.0,7.186,0.28744322969668,0.0,0.0,0.0,0.0,,0.0,0.28744322969668,0.0,0.0,0.0,0.0,,0.0
2021-10-07,0.28888408833668,-38306.0,0.0,0.0,0.0,,0.0,0.28888408833668,-32554.1,0.0,0.0,0.0,,0.0,0.28888408833668,0.0,0.0,0.0,0.0,,0.0,0.28888408833668,-4222.4,0.0,0.0,0.0,,0.0,0.28888408833668,-51394.3,23080.0,0.0,0.0,0.0,6667.445,0.28888408833668,-9767.84,34.46,0.0,-3687.49,0.0,9.955,0.28888408833668,-12588.5,4012.0,0.0,0.0,0.0,1159.003,0.28888408833668,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28888408833668,-3511.25,25.0,0.0,-2111.5,0.0,7.222,0.28888408833668,0.0,0.0,0.0,0.0,,0.0,0.28888408833668,0.0,0.0,0.0,0.0,,0.0
2021-10-08,0.28605544217839,-38306.0,0.0,0.0,0.0,,0.0,0.28605544217839,-32554.1,0.0,0.0,0.0,,0.0,0.28605544217839,0.0,0.0,0.0,0.0,,0.0,0.28605544217839,-4222.4,0.0,0.0,0.0,,0.0,0.28605544217839,-51394.3,23080.0,0.0,0.0,0.0,6602.16,0.28605544217839,-9767.84,34.46,0.0,-3687.49,0.0,9.857,0.28605544217839,-12588.5,4012.0,0.0,0.0,0.0,1147.654,0.28605544217839,-22206.309999999998,0.0,0.0,0.0,,0.0,0.28605544217839,-3511.25,25.0,0.0,-2111.5,0.0,7.151,0.28605544217839,0.0,0.0,0.0,0.0,,0.0,0.28605544217839,0.0,0.0,0.0,0.0,,0.0
2021-10-09,0.27738489147945,-38306.0,0.0,0.0,0.0,,0.0,0.27738489147945,-32554.1,0.0,0.0,0.0,,0.0,0.27738489147945,0.0,0.0,0.0,0.0,,0.0,0.27738489147945,-4222.4,0.0,0.0,0.0,,0.0,0.27738489147945,-51394.3,23080.0,0.0,0.0,0.0,6402.043,0.27738489147945,-9767.84,34.46,0.0,-3687.49,0.0,9.559,0.27738489147945,-12588.5,4012.0,0.0,0.0,0.0,1112.868,0.27738489147945,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27738489147945,-3511.25,25.0,0.0,-2111.5,0.0,6.935,0.27738489147945,0.0,0.0,0.0,0.0,,0.0,0.27738489147945,0.0,0.0,0.0,0.0,,0.0
2021-10-10,0.26576709061357,-38306.0,0.0,0.0,0.0,,0.0,0.26576709061357,-32554.1,0.0,0.0,0.0,,0.0,0.26576709061357,0.0,0.0,0.0,0.0,,0.0,0.26576709061357,-4222.4,0.0,0.0,0.0,,0.0,0.26576709061357,-51394.3,23080.0,0.0,0.0,0.0,6133.904,0.26576709061357,-9767.84,34.46,0.0,-3687.49,0.0,9.158,0.26576709061357,-12588.5,4012.0,0.0,0.0,0.0,1066.258,0.26576709061357,-22206.309999999998,0.0,0.0,0.0,,0.0,0.26576709061357,-3511.25,25.0,0.0,-2111.5,0.0,6.644,0.26576709061357,0.0,0.0,0.0,0.0,,0.0,0.26576709061357,0.0,0.0,0.0,0.0,,0.0
2021-10-11,0.27375265090178,-38306.0,0.0,0.0,0.0,,0.0,0.27375265090178,-32554.1,0.0,0.0,0.0,,0.0,0.27375265090178,0.0,0.0,0.0,0.0,,0.0,0.27375265090178,-4222.4,0.0,0.0,0.0,,0.0,0.27375265090178,-51394.3,23080.0,0.0,0.0,0.0,6318.211,0.27375265090178,-9767.84,34.46,0.0,-3687.49,0.0,9.434,0.27375265090178,-12588.5,4012.0,0.0,0.0,0.0,1098.296,0.27375265090178,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27375265090178,-3511.25,25.0,0.0,-2111.5,0.0,6.844,0.27375265090178,0.0,0.0,0.0,0.0,,0.0,0.27375265090178,0.0,0.0,0.0,0.0,,0.0
2021-10-12,0.24349790219498,-38306.0,0.0,0.0,0.0,,0.0,0.24349790219498,-32554.1,0.0,0.0,0.0,,0.0,0.24349790219498,0.0,0.0,0.0,0.0,,0.0,0.24349790219498,-4222.4,0.0,0.0,0.0,,0.0,0.24349790219498,-51394.3,23080.0,0.0,0.0,0.0,5619.932,0.24349790219498,-9767.84,34.46,0.0,-3687.49,0.0,8.391,0.24349790219498,-12588.5,4012.0,0.0,0.0,0.0,976.914,0.24349790219498,-22206.309999999998,0.0,0.0,0.0,,0.0,0.24349790219498,-3511.25,25.0,0.0,-2111.5,0.0,6.087,0.24349790219498,0.0,0.0,0.0,0.0,,0.0,0.24349790219498,0.0,0.0,0.0,0.0,,0.0
2021-10-13,0.24342894520652,-38306.0,0.0,0.0,0.0,,0.0,0.24342894520652,-32554.1,0.0,0.0,0.0,,0.0,0.24342894520652,0.0,0.0,0.0,0.0,,0.0,0.24342894520652,-4222.4,0.0,0.0,0.0,,0.0,0.24342894520652,-51394.3,23080.0,0.0,0.0,0.0,5618.34,0.24342894520652,-9767.84,34.46,0.0,-3687.49,0.0,8.389,0.24342894520652,-12588.5,4012.0,0.0,0.0,0.0,976.637,0.24342894520652,-22206.309999999998,0.0,0.0,0.0,,0.0,0.24342894520652,-3511.25,25.0,0.0,-2111.5,0.0,6.086,0.24342894520652,0.0,0.0,0.0,0.0,,0.0,0.24342894520652,0.0,0.0,0.0,0.0,,0.0
2021-10-14,0.27666790367651,-38306.0,0.0,0.0,0.0,,0.0,0.27666790367651,-32554.1,0.0,0.0,0.0,,0.0,0.27666790367651,0.0,0.0,0.0,0.0,,0.0,0.27666790367651,-4222.4,0.0,0.0,0.0,,0.0,0.27666790367651,-51394.3,23080.0,0.0,0.0,0.0,6385.495,0.27666790367651,-9767.84,34.46,0.0,-3687.49,0.0,9.534,0.27666790367651,-12588.5,4012.0,0.0,0.0,0.0,1109.992,0.27666790367651,-22206.309999999998,0.0,0.0,0.0,,0.0,0.27666790367651,-3511.25,25.0,0.0,-2111.5,0.0,6.917,0.27666790367651,0.0,0.0,0.0,0.0,,0.0,0.27666790367651,0.0,0.0,0.0,0.0,,0.0
2021-10-15,0.26974073695098,-38306.0,0.0,0.0,0.0,,0.0,0.26974073695098,-32554.1,0.0,0.0,0.0,,0.0,0.26974073695098,0.0,0.0,0.0,0.0,,0.0,0.26974073695098,-4222.4,0.0,0.0,0.0,,0.0,0.26974073695098,-109767.3,22630.0,0.0,0.0,0.0,6104.233,0.26974073695098,-9767.84,34.46,0.0,-3687.49,0.0,9.295,0.26974073695098,-12588.5,4012.0,0.0,0.0,0.0,1082.2,0.26974073695098,-22206.309999999998,0.0,0.0,0.0,,0.0,0.26974073695098,-3511.25,25.0,0.0,-2111.5,0.0,6.744,0.26974073695098,0.0,0.0,0.0,0.0,,0.0,0.26974073695098,0.0,0.0,0.0,0.0,,0.0
2021-10-16,0.31407701550947,-38306.0,0.0,0.0,0.0,,0.0,0.31407701550947,-32554.1,0.0,0.0,0.0,,0.0,0.31407701550947,0.0,0.0,0.0,0.0,,0.0,0.31407701550947,-4222.4,0.0,0.0,0.0,,0.0,0.31407701550947,-109767.3,22630.0,0.0,0.0,0.0,7107.563,0.31407701550947,-9767.84,34.46,0.0,-3687.49,0.0,10.823,0.31407701550947,-12588.5,4012.0,0.0,0.0,0.0,1260.077,0.31407701550947,-22206.309999999998,0.0,0.0,0.0,,0.0,0.31407701550947,-3511.25,25.0,0.0,-2111.5,0.0,7.852,0.31407701550947,0.0,0.0,0.0,0.0,,0.0,0.31407701550947,0.0,0.0,0.0,0.0,,0.0
2021-10-17,0.33853000221333,-38306.0,0.0,0.0,0.0,,0.0,0.33853000221333,-32554.1,0.0,0.0,0.0,,0.0,0.33853000221333,0.0,0.0,0.0,0.0,,0.0,0.33853000221333,-4222.4,0.0,0.0,0.0,,0.0,0.33853000221333,-109767.3,22630.0,0.0,0.0,0.0,7660.934,0.33853000221333,-9767.84,34.46,0.0,-3687.49,0.0,11.666,0.33853000221333,-12588.5,4012.0,0.0,0.0,0.0,1358.182,0.33853000221333,-22206.309999999998,0.0,0.0,0.0,,0.0,0.33853000221333,-3511.25,25.0,0.0,-2111.5,0.0,8.463,0.33853000221333,0.0,0.0,0.0,0.0,,0.0,0.33853000221333,0.0,0.0,0.0,0.0,,0.0
2021-10-18,0.41456182436436,-38306.0,0.0,0.0,0.0,,0.0,0.41456182436436,-32554.1,0.0,0.0,0.0,,0.0,0.41456182436436,0.0,0.0,0.0,0.0,,0.0,0.41456182436436,-4222.4,0.0,0.0,0.0,,0.0,0.41456182436436,-109767.3,22630.0,0.0,0.0,0.0,9381.534,0.41456182436436,-9767.84,34.46,0.0,-3687.49,0.0,14.286,0.41456182436436,-12588.5,4012.0,0.0,0.0,0.0,1663.222,0.41456182436436,-22206.309999999998,0.0,0.0,0.0,,0.0,0.41456182436436,-3511.25,25.0,0.0,-2111.5,0.0,10.364,0.41456182436436,0.0,0.0,0.0,0.0,,0.0,0.41456182436436,0.0,0.0,0.0,0.0,,0.0
2021-10-19,0.45002032420757,-38306.0,0.0,0.0,0.0,,0.0,0.45002032420757,-32554.1,0.0,0.0,0.0,,0.0,0.45002032420757,0.0,0.0,0.0,0.0,,0.0,0.45002032420757,-4222.4,0.0,0.0,0.0,,0.0,0.45002032420757,-109767.3,22630.0,0.0,0.0,0.0,10183.96,0.45002032420757,-9767.84,34.46,0.0,-3687.49,0.0,15.508,0.45002032420757,-12588.5,4012.0,0.0,0.0,0.0,1805.482,0.45002032420757,-22206.309999999998,0.0,0.0,0.0,,0.0,0.45002032420757,-3511.25,25.0,0.0,-2111.5,0.0,11.251,0.45002032420757,0.0,0.0,0.0,0.0,,0.0,0.45002032420757,0.0,0.0,0.0,0.0,,0.0
2021-10-20,0.43180826126192,-38306.0,0.0,0.0,0.0,,0.0,0.43180826126192,-32554.1,0.0,0.0,0.0,,0.0,0.43180826126192,0.0,0.0,0.0,0.0,,0.0,0.43180826126192,-4222.4,0.0,0.0,0.0,,0.0,0.43180826126192,-109767.3,22630.0,0.0,0.0,0.0,9771.821,0.43180826126192,-9767.84,34.46,0.0,-3687.49,0.0,14.88,0.43180826126192,-12588.5,4012.0,0.0,0.0,0.0,1732.415,0.43180826126192,-22206.309999999998,0.0,0.0,0.0,,0.0,0.43180826126192,-3511.25,25.0,0.0,-2111.5,0.0,10.795,0.43180826126192,0.0,0.0,0.0,0.0,,0.0,0.43180826126192,0.0,0.0,0.0,0.0,,0.0
2021-10-21,0.44261606755026,-38306.0,0.0,0.0,0.0,,0.0,0.44261606755026,-32554.1,0.0,0.0,0.0,,0.0,0.44261606755026,0.0,0.0,0.0,0.0,,0.0,0.44261606755026,-4222.4,0.0,0.0,0.0,,0.0,0.44261606755026,-109767.3,22630.0,0.0,0.0,0.0,10016.402,0.44261606755026,-9767.84,34.46,0.0,-3687.49,0.0,15.253,0.44261606755026,-12588.5,4012.0,0.0,0.0,0.0,1775.776,0.44261606755026,-22206.309999999998,0.0,0.0,0.0,,0.0,0.44261606755026,-3511.25,25.0,0.0,-2111.5,0.0,11.065,0.44261606755026,0.0,0.0,0.0,0.0,,0.0,0.44261606755026,0.0,0.0,0.0,0.0,,0.0
