date,CRO_cashflow,CRO_cml_units,CRO_cml_cost,CRO_gain_loss,CRO_avg_price,ADA_cashflow,ADA_cml_units,ADA_cml_cost,ADA_gain_loss,ADA_avg_price,BTC_cashflow,BTC_cml_units,BTC_cml_cost,BTC_gain_loss,BTC_avg_price,USDM_cashflow,USDM_cml_units,USDM_cml_cost,USDM_gain_loss,USDM_avg_price,VET_cashflow,VET_cml_units,VET_cml_cost,VET_gain_loss,VET_avg_price,USDC_cashflow,USDC_cml_units,USDC_cml_cost,USDC_gain_loss,USDC_avg_price,ONE_cashflow,ONE_cml_units,ONE_cml_cost,ONE_gain_loss,ONE_avg_price,DOGE_cashflow,DOGE_cml_units,DOGE_cml_cost,DOGE_gain_loss,DOGE_avg_price,AUDIO_cashflow,AUDIO_cml_units,AUDIO_cml_cost,AUDIO_gain_loss,AUDIO_avg_price,HBAR_cashflow,HBAR_cml_units,HBAR_cml_cost,HBAR_gain_loss,HBAR_avg_price,USD_cashflow,USD_cml_units,USD_cml_cost,USD_gain_loss,USD_avg_price
2021-06-09,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-10,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-11,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-12,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-13,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-14,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-22465.800000000003,23730.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-15,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-16,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-17,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-18,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-19,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-20,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-21,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-22,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-23,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-24,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-25,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-26,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-27,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-28,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-29,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-06-30,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-01,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-02,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-03,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-04,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-05,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-06,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-07,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-08,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-09,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-10,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-11,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-12,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-13,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-14,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-15,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-23622.800000000003,23510.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-16,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-17,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-18,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-19,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-20,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-21,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-22,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-11106.5,4162.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-23,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-24,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-25,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-26,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-27,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-28,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-29,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-30,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-07-31,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-08-01,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-08-02,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-08-03,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2021-08-04,-38306.0,0.0,0.0,0.0,,-32554.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-4222.4,0.0,0.0,0.0,,-26392.800000000003,23410.0,0.0,0.0,0.0,-6080.349999999999,162.26,0.0,-4076.2,0.0,-12588.5,4012.0,0.0,0.0,0.0,-22206.309999999998,0.0,0.0,0.0,,-1399.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
