date,open,high,low,close,volume,mktvalue,adj_close
2022-11-24,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-23,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-22,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-21,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-20,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-19,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-18,0.0399445275440778,0.0399445275440778,0.03993926496882457,0.03993926496882457,0.0,125294.27,0.03993926496882457
2022-11-17,0.04044425306624879,0.04084271526316771,0.03946773163198005,0.03993364113473854,0.0,125276.63,0.03993364113473854
2022-11-16,0.04200020254347684,0.04246972044542642,0.03955374710818324,0.040469842911812874,107.8,126958.76,0.040469842911812874
2022-11-15,0.04063364468610809,0.04342497069987361,0.04063364468610809,0.04198732259050811,781.93,131719.27,0.04198732259050811
2022-11-14,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.0,127472.62,0.04063364468610809
2022-11-13,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.0,127472.62,0.04063364468610809
2022-11-12,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.04063364468610809,0.0,127472.62,0.04063364468610809
2022-11-11,0.04138360801660325,0.04163124256756106,0.03901469851025867,0.04063364468610809,0.0,127472.62,0.04063364468610809
2022-11-10,0.0345529970149082,0.042897559431242877,0.03432127857406551,0.04142414546825241,195.64,129952.52,0.04142414546825241
2022-11-09,0.04714634379502334,0.04722647463779886,0.033789634503188413,0.034635320500447195,481.44,108655.16,0.034635320500447195
2022-11-08,0.06114056259467863,0.061483058480404806,0.0461565226678097,0.04714634379502334,2353.44,147903.74,0.04714634379502334
2022-11-07,0.06359407243090175,0.06359407243090175,0.060574603521378924,0.06114056259467863,26.86,191805.29,0.06114056259467863
2022-11-06,0.06359990438158991,0.06359990438158991,0.06359407243090175,0.06359407243090175,0.0,199502.24,0.06359407243090175
2022-11-05,0.06428723554459424,0.06503089092795666,0.06346927205442071,0.06359996961001482,0.0,199520.74,0.06359996961001482
2022-11-04,0.059456460799833306,0.06470422123537846,0.059456460799833306,0.0643422859902449,179.29,201849.48,0.0643422859902449
